id,titre,entreprise,ville,code_postal,contrat,salaire,experience,competences,description,date_publication,url,source,competences_extraites,latitude,longitude
1093675,Business Development Manager M/F (H/F),Non précisé,France,,CDI,Non précisé,Expérience exigée,,"<p>Safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. Sa mission : contribuer durablement à un monde plus sûr, où le transport aérien devient toujours plus respectueux de l'environnement, plus confortable et plus accessible. Implanté sur tous les continents, le Groupe emploie 100 000 collaborateurs pour un chiffre d'affaires de 27,3 milliards d'euros en 2024, et occupe, seul ou en partenariat, des positions de premier plan mondial ou européen sur ses marchés. <br />
Safran est la 2ème entreprise du secteur aéronautique et défense du classement « World's Best Companies 2024 » du magazine TIME.<br />
<br />
Safran Electronics & Defense propose à ses clients des solutions d'intelligence embarquée leur permettant d'appréhender l'environnement, de réduire la charge mentale et de garantir une trajectoire, même en situation critique, ce dans tous les environnements : sur terre, en mer, dans le ciel ou l'espace. La société met les expertises de ses 13 000 collaborateurs au service de ces trois fonctions : observer, décider et guider, pour les marchés civils et militaires.<br /><br /><br /></p><p style=""font-size:1.2em;"">Descriptif mission</p><p>As a 'Business Development Manager' at Safran Trusted 4D, you'll lead growth initiatives and strategic customer engagement for our precision Timing & Synchronization portfolio across defense, commercial, and critical infrastructure markets. You'll drive partner relationships, identify new market opportunities, and work closely with cross-functional teams to deliver mission-critical timing solutions in GNSS-contested environments.<br />
<br />
The Day to Day looks like: <br />
o	Gather market data and generate Market Surveys and approaches to market <br />
 for assigned territories. <br />
o	Lead customer and end-user relationships across ST4D Timing portfolio. <br />
o	Ensure a long-term strategic partnership is mai",2026-04-03,https://candidat.francetravail.fr/offres/recherche/detail/1093675,France Travail,,46.6034,1.8883
0438973,Bi Analyst / Business Analyst Data & Marché (H/F),Non précisé,75 - Paris 15e Arrondissement,75015.0,CDI,Annuel de 50000.0 Euros à 60000.0 Euros,2 An(s),,"Genius Talent est un cabinet de conseil en recrutement créé par des ingénieurs passionnés d'intelligence artificielle et des chasseurs de tête expérimentés spécialisés dans la recherche de talent. Une méthode agile et performante pour vos recrutements et un accompagnement personnalisé pour les talents.
Notre client est une entreprise innovante du secteur des sciences de la vie, reconnue à l'international pour son expertise scientifique et sa capacité à développer des solutions à forte valeur ajoutée pour l'industrie pharmaceutique, biotechnologique et de la santé.

Dans un contexte de structuration et de développement de ses activités commerciales et marketing, l'entreprise renforce ses équipes et crée un poste de Business Intelligence Analyst afin de structurer l'exploitation des données commerciales et de marché.

Ce poste s'inscrit dans un environnement en pleine évolution, avec la mise en place d'un CRM Salesforce et le développement des outils d'analyse de la performance commerciale et du marché.

o un poste stratégique à l'interface entre data, marché et performance commerciale
o un environnement dynamique dans le secteur des sciences de la vie
o la possibilité de contribuer à la structuration de la fonction Business Intelligence
o un rôle transversal avec une forte visibilité auprès des équipes business 

        Au sein de l'équipe analyse et performance commerciale, vous jouez un rôle clé dans la structuration et l'analyse de la donnée commerciale et marché afin d'accompagner les équipes dans leurs décisions stratégiques.

Analyse de données commerciales

o Analyser les données de ventes, de performance commerciale et de marché afin d'identifier des tendances, opportunités et axes d'amélioration
o Consolider et exploiter différentes sources de données (CRM, Excel, données commerciales internes, données marché)
o Produire des analyses permettant d'éclairer les décisions des équipes commerciales et marketing
o Identifier les indicateurs clés de performance et",2026-03-18,https://candidat.francetravail.fr/offres/recherche/detail/0438973,France Travail,,48.8414,2.3675
9832177,Engineer - Business Development Group M/F (H/F),Non précisé,France,,CDI,Non précisé,Expérience exigée,,"<p>Safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. Sa mission : contribuer durablement à un monde plus sûr, où le transport aérien devient toujours plus respectueux de l'environnement, plus confortable et plus accessible. Implanté sur tous les continents, le Groupe emploie 100 000 collaborateurs pour un chiffre d'affaires de 27,3 milliards d'euros en 2024, et occupe, seul ou en partenariat, des positions de premier plan mondial ou européen sur ses marchés. <br />
Safran est la 2ème entreprise du secteur aéronautique et défense du classement « World's Best Companies 2024 » du magazine TIME.<br />
<br />
Safran Electronics & Defense propose à ses clients des solutions d'intelligence embarquée leur permettant d'appréhender l'environnement, de réduire la charge mentale et de garantir une trajectoire, même en situation critique, ce dans tous les environnements : sur terre, en mer, dans le ciel ou l'espace. La société met les expertises de ses 13 000 collaborateurs au service de ces trois fonctions : observer, décider et guider, pour les marchés civils et militaires.<br /><br /><br /></p><p style=""font-size:1.2em;"">Descriptif mission</p><p>Education : BE/B.Tech in ECE/Instrumentation <br />
Experience : 2-6 Years <br />
Job Location :	Hyderabad <br />
<br />
Job Role : <br />
a)	Handling the existing sales prospects<br />
b)	Developing new leads from the identified target organizations (Cold calling, Sales Visits, Mails etc.)<br />
c)	Handling customer support<br />
d)	Submission of Bank Guarantee, Bills and any other documents to respective organizations<br />
e)	Installations and commissioning activities<br />
f)	Initial Systems Studies<br />
g)	Preparing budget, quote<br />
h)	Finding new online tenders from targeted organizations<br />
i)	Support in marketing activities<br />
j)	Handling negotiation meetings <br />
k)	Installations and commissioni",2026-03-04,https://candidat.francetravail.fr/offres/recherche/detail/9832177,France Travail,,46.6034,1.8883
9797591,Business Développeur / Chargé(E) D'Affaires Numérique Et Electronique (H/F),Non précisé,38 - Grenoble,38000.0,CDI,Annuel de 33000.0 Euros à 40000.0 Euros,3 An(s),,"En bref : Business Developer / Chargé(e) d’Affaires Numérique & Électronique (H/F) – Grenoble – CDI/CDD – 35/39K€ + primes – Au coeur de l’innovation scientifique

Vous souhaitez contribuer concrètement au progrès scientifique et technologique, au croisement des innovations numériques, électroniques, quantiques ou liées à l’intelligence artificielle ? Vous aimez évoluer entre laboratoires de recherche, industriels et écosystèmes d’innovation ? Ce poste vous place au coeur du transfert de technologies, là où la science prend vie au service du marché.

L’entreprise qui recrute est une structure spécialisée dans la valorisation de la recherche publique. Elle accompagne les laboratoires dans leurs projets technologiques, leurs collaborations industrielles, leurs contrats, ainsi que dans la création de start-up. Certifiée ISO 9001, elle joue un rôle clé dans un programme national visant à renforcer l’impact économique et sociétal de la recherche, notamment dans la filière Numérique et Électronique.

Dans ce contexte, nous recherchons un(e) Business Développeur / Chargé(e) d’Affaires Numérique & Électronique, capable d’identifier les opportunités, de créer des passerelles entre le monde académique et les entreprises, et de transformer les projets scientifiques en collaborations concrètes.

Votre mission : faire grandir l’innovation là où elle naît

Rattaché(e) au responsable du département en charge du transfert de technologies et des relations partenariales, vous rejoignez une équipe composée de chargés d’affaires thématiques et de juristes. Votre rôle sera de développer des projets au sein des laboratoires travaillant sur les technologies numériques et électroniques, en lien étroit avec les acteurs socio-économiques de ces filières.
Votre quotidien sera rythmé par la compréhension des besoins industriels, la valorisation des compétences des laboratoires, la construction de partenariats, la négociation des contrats et le suivi opérationnel des projets.

Vous serez égalem",2026-03-03,https://candidat.francetravail.fr/offres/recherche/detail/9797591,France Travail,,48.8392,2.37
1378035,Développeur Bi (H/F),Non précisé,971 - Guadeloupe,,CDI,Non précisé,Débutant accepté,,"Description du poste :
En tant qu'organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises & organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l'un de nos forums.
L'entreprise EDF recherche actuellement des profils L'Agence Entreprises et Collectivités, intégrée au Service Clientèle Efficacité Énergétique, accompagne les clients professionnels et institutionnels dans leurs projets liés à la performance énergétique et à la modernisation des usages.
Dans un contexte de forts enjeux en matière de satisfaction client, de transition énergétique et de transformation digitale, l'objectif du stage est de contribuer à l'amélioration des outils de pilotage et à la fiabilité des données pour optimiser la performance de l'agence.
Le (la) stagiaire interviendra sur différentes dimensions :
Mise en place de solutions de management visuel pour le suivi des activités.
Conception et automatisation de tableaux de bord Power BI pour le pilotage des indicateurs clés.
Amélioration de la qualité des données clients dans le cadre des projets digitaux.
Participation à des projets de transformation digitale visant à optimiser les processus de gestion et de reporting.
Ce stage constitue une excellente opportunité de découvrir les enjeux stratégiques liés à la performance commerciale, à la satisfaction client et à la transition énergétique, tout en développant des compétences en Business Intelligence, Data Management et pilotage opérationnel.
Stage rémunéré pouvant démarrer à partir de janvier 2026, durée 6 mois.
Lieu de stage: EDF AUDACIA - Morne Bernard - Guadeloupe
Missions principales :
Mettre en place et améliorer le management visuel pour le suivi des activités de l'agence.
Concevoir et automatiser des tableaux de bord Power BI pour le pilotage des indicateurs clés (ex : suivi de la créances clients )
Accompagner le nettoyage et la mise à jour des données clients dans les outils",2026-04-11,https://candidat.francetravail.fr/offres/recherche/detail/1378035,France Travail,power bi,46.4261,-72.592
1375141,Business Analyst On-Trade F/H - Marketing (H/F),PAGE PERSONNEL,75 - Paris 1er Arrondissement,75001.0,CDI,Non précisé,Débutant accepté,,"Descriptif du poste:


En tant que BUSINESS ANALYST H/F, vos responsabilités consisteront à :
* Analyser les performances commerciales des produits de toutes les marques ;
* Élaborer des rapports détaillés pour soutenir les décisions stratégiques ;
* Collaborer avec les équipes marketing et agence pour optimiser la data ;
* Participation à la construction de la politique commerciale de l'année n+1 ;
* Assurer le suivi des indicateurs clés de performance (KPI) ;
* Contribuer à l'élaboration de tableaux de bord pour une vision claire des résultats ;
* Participer à la gestion des données et à leur interprétation stratégique (vulgarisation de la donnée) ;
* Soutenir les initiatives de transformation digitale (projet IA, chatbot, BI, etc.) ;
* Management d'un alternant ;

La rémunération et les avantages sur ce poste sont :
* Un salaire fixe compris entre 41 000 € et 50 000 € ;
* Bonus sur résultats ;
* Un intéressement attractif en complément du salaire ;
* L'opportunité de travailler chez un acteur majeur de la FMCG (brassicole).



Si ce poste de BUSINESS ANALYST ON TRADE H/F vous intéresse, postulez dès maintenant et rejoignez notre client pour contribuer à son développement stratégique.

Profil recherché:


Vous avez un esprit orienté résultats et êtes force de proposition.Diplômé d'une formation supérieure en digitale ou marketing (Bac +5 de type école de commerce ou formation universitaire), le Business Analyst dispose d'une première expérience de 5 ans minimum (alternance incluse) sur un poste similaire idéalement acquise chez un acteur de la distribution ou dans un environnement complexe.

Très bon volet analytique et bonne capacité de synthèse.

Excellente maîtrise d'Excel.

La maîtrise de Power BI est un prérequis.

Niveau d'anglais courant nécessaire pour s'épanouir à ce poste.

Vous êtes reconnu pour votre autonomie, votre prise d'initiative et votre curiosité.",2026-04-11,https://candidat.francetravail.fr/offres/recherche/detail/1375141,France Travail,power bi,48.8414,2.3675
1372411,Business Analyst F/H - Marketing (H/F),AKKODIS DIGITAL SAS,29 - Brest,29200.0,CDI,Non précisé,3 An(s),,"Descriptif du poste:


La ligne de service Consulting & Solutions d'Akkodis France renforce ses équipes en région Bretagne et recrute un Business Analyst H/F en CDI à Brest. Ce poste s'adresse à des profils passionné(e)s par l'analyse fonctionnelle et la gestion de projets, dans un contexte industriel orienté Défense et Naval, avec une forte interaction entre les équipes métiers et techniques.

 

Responsabilités principales :


* Analyser les besoins des utilisateurs et définir les exigences fonctionnelles en lien avec les métiers de la défense et du naval.
* Collaborer avec les équipes techniques pour garantir la conformité des solutions aux attentes des parties prenantes.
* Rédiger des documents de spécifications fonctionnelles clairs et précis, en intégrant les standards du secteur.
* Participer activement à la conception et à la validation des solutions proposées.
* Assurer la communication et la coordination entre tous les intervenants du projet.
* Suivre l'avancement des projets et gérer les modifications des exigences tout au long du cycle de vie.
* Contribuer à la formation des utilisateurs et au support post-implémentation pour assurer la transition et l'appropriation des solutions.

 

Environnement de travail :



Vous évoluerez dans un environnement technique exigeant, au sein d'une équipe pluridisciplinaire, utilisant des méthodologies de gestion de projet telles qu'Agile et Scrum. La collaboration et la communication avec des interlocuteurs variés seront essentielles, notamment dans le secteur naval à Brest. L'utilisation d'outils de gestion des exigences (Jira, Confluence) et l'analyse de bases de données (SQL) seront fréquentes. Le poste implique une organisation rigoureuse et une capacité à résoudre des problématiques complexes.

Profil recherché:


Diplômé(e) d'un master en ingénierie ou équivalent, vous justifiez de minimum 1 an d'expérience sur un poste similaire, idéalement dans les secteurs naval. Vous possédez une première expérience en manag",2026-04-11,https://candidat.francetravail.fr/offres/recherche/detail/1372411,France Travail,sql,48.8382,2.3701
1292047,Hr Business Partner F/H,Non précisé,76 - Caudebec-lès-Elbeuf,76320.0,CDI,Non précisé,Expérience exigée,,"<p>Safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. Sa mission : contribuer durablement à un monde plus sûr, où le transport aérien devient toujours plus respectueux de l'environnement, plus confortable et plus accessible. Implanté sur tous les continents, le Groupe emploie 100 000 collaborateurs pour un chiffre d'affaires de 27,3 milliards d'euros en 2024, et occupe, seul ou en partenariat, des positions de premier plan mondial ou européen sur ses marchés. <br />
Safran est la 2ème entreprise du secteur aéronautique et défense du classement « World's Best Companies 2024 » du magazine TIME.<br />
<br />
Safran Aerosystems est l'un des leaders mondiaux des systèmes aéronautiques dédiés à la sécurité des avions et hélicoptères ainsi qu'à la gestion des fluides et du carburant. La société est un acteur clé dans le domaine de la sécurité des vols (oxygène, évacuation, flottabilités) et participe à la décarbonation de l'aviation grâce aux carburants alternatifs durables et aux nouvelles architectures moteurs. Elle compte 5200 collaborateurs répartis dans 7 pays.<br />
<br />
Parce que nous sommes persuadés que chaque talent compte, nous valorisons et encourageons les candidatures de personnes en situation de handicap pour nos opportunités d'emploi<br /><br /><br /></p><p style=""font-size:1.2em;"">Descriptif mission</p><p>Safran Aerosystems (SAO) conçoit des solutions de haute technologie qui optimisent la performance des aéronefs et la sécurité des vols. Numéro 1 mondial des systèmes d'évacuation d'urgence et des systèmes oxygène pour l'équipage, Safran Aerosystems est également un acteur majeur des systèmes carburant et fluides.<br />
<br />
Vous intégrez la Division des Systèmes Fluides et Fuel (DSFF), qui conçoit et fabrique des solutions de gestion de carburant, de fluides hydrauliques et de refroidissement pour l'aéronautique. Ses produits garanti",2026-04-10,https://candidat.francetravail.fr/offres/recherche/detail/1292047,France Travail,,48.8283,2.3792
1291924,Apprenti Area Business Continuity Manager F/H,Non précisé,95 - Roissy-en-France,95700.0,CDD,Non précisé,Débutant accepté,,"
	<p></p><ul><li>Etude de l'existant afin d'élaborer / proposer des axes d'améliorations.</li><li> Conduite de changement auprès des utilisateurs WW sur la migration des outils IT en libre-service.</li><li>Mettre en place un suivi budgétaire.</li><li>Mettre en place et appliquer une procédure entre la relation client interne et notre service.</li><li>Proposer / Créer du marketing IT/Business/BCM.</li><li>Mettre en place sans redondance Truc et astuce pour le WW.</li><li>Mettre en place un suivi d'une QoS WW avec le client et l'IT (AGILE).</li></ul>
",2026-04-10,https://candidat.francetravail.fr/offres/recherche/detail/1291924,France Travail,,48.8293,2.3776
1249339,"Business Analyst - Conformité Et Sécurité Financière F/H - Finance, Trésorerie (H/F)",PAGE PERSONNEL,92 - Puteaux,92800.0,CDI,Non précisé,Débutant accepté,,"Descriptif du poste:


En tant que Business Analyst Conformité et Sécurité Financière H/F, vous jouez un rôle clé dans la traduction des obligations réglementaires en exigences fonctionnelles.

Analyse et recueil des besoins
* Collaborer avec les équipes Conformité et Sécurité Financière pour transformer les exigences réglementaires en modalités opérationnelles
* Identifier les opportunités d'automatisation à forte valeur ajoutée (IA/RPA) et optimiser les processus internes
* Réaliser une veille sur les nouvelles technologies et mener des benchmarks
* Rédiger les expressions de besoins et contribuer aux cahiers des charges avec la Direction Transformation
* Participer à la préparation budgétaire



Optimisation des processus et reporting
* Cartographier les processus métiers liés à la conformité
* Garantir l'intégrité et la qualité des données utilisées pour le reporting règlementaire
* Contribuer au suivi des KPI (temps de traitement KYC, taux de faux positifs, etc.)



Suivi de projets et outils
* Assurer la mise en œuvre des projets transverses liés à la conformité et sécurité financière
* Paramétrer ou améliorer les outils de criblage et de surveillance des transactions
* Superviser le déploiement des outils au siège et au sein du réseau international
* Assurer le suivi des incidents et plans d'actions

.

Profil recherché:


Vous disposez d'une solide expertise en conformité, en sécurité financière ou en analyse fonctionnelle, avec une bonne connaissance des réglementations LCB-FT et sanctions internationales. Vous êtes reconnu·e pour votre capacité d'analyse, votre sens de la synthèse, votre communication efficace et votre orientation solutions. La maîtrise de SQL et d'outils de data visualisation est appréciée. Anglais professionnel requis.",2026-04-09,https://candidat.francetravail.fr/offres/recherche/detail/1249339,France Travail,sql,48.8295,2.3781
1233843,"Business Analyst Juridique - F/H - Droit, Fiscalité (H/F)",Fiducial,69 - Lyon 9e Arrondissement,69009.0,CDI,Non précisé,3 An(s),,"Descriptif du poste:


Rattaché au Product Manager, dans une équipe de 8 personnes, vos missions sont les suivantes :
- Analyser les besoins métiers des études notariales et les traduire en spécifications fonctionnelles pour les équipes de développement.
- Participer à la conception et à l'évolution des solutions logicielles dédiées aux notaires.
- Assurer la liaison entre les utilisateurs (notaires, clercs) et les équipes techniques.
- Contribuer à la documentation et à la formation interne.
Vous travaillez en collaboration directe avec les équipes produit (Product Owner, UX/UI), développeurs et QA, clients (études notariales), support technique et service formation.

Profil recherché:


De formation droit notarial ou informatique, vous avez une expérience de minimum 3 ans en étude notariale ou secteur juridique / logiciel métier.
Vous avez des connaissances dans les actes notariés et les processus d'une étude.
Vous avez des capacités à rédiger des spécifications claires et précises.
Pédagogue et adaptable dans une équipe, vous avez le sens de la communication.
Vous êtes rigoureux, organisé et avec un esprit d'analyse.",2026-04-08,https://candidat.francetravail.fr/offres/recherche/detail/1233843,France Travail,,48.833,2.3899
1230623,Business Performance Analyst/X F/H - Marketing (H/F),Galileo Global Education,75 - Paris 12e Arrondissement,75012.0,CDI,Non précisé,4 An(s),,"Descriptif du poste:


 Envie d'avoir un impact concret sur la performance commerciale de plus de 60 écoles ?

 

Rejoignez Galileo Global Education France en tant que Business Performance Analyst (F/H/X) et transformez la donnée en décisions qui accélèrent les inscriptions et la performance commerciale des écoles.

 

  L'école  

Galileo Global Education, acteur majeur de l'enseignement supérieur, réunit des écoles ambitieuses et innovantes. Vous évoluerez au siège France, au cœur d'un écosystème data-driven, proche des directions d'école, du marketing et des équipes admissions. Cadre stimulant, projets IA, décisions rapides, effet terrain immédiat.

 

  Vos missions

Piloter la performance (sales/marketing/admissions) :
* 

Consolider, croiser, analyser : CRM, marketing automation, admissions, call-center, web, campagnes, pipeline.
* 

Suivre la performance BU par BU : ventes, acquisition, transformation (lead → RDV → inscription → financement).
* 

Détecter tendances, écarts, anomalies, corrélations.

 

Augmenter l'analyse par l'IA :
* 

Expliquer les variations, simuler des scénarios, générer des recommandations auto/semi-auto.
* 

Maintenir des dashboards augmentés avec explications + actions proposées.

 

Recommander, chaque semaine :
* 

Pack de recommandations pour DG France, responsables BU, managers commerciaux.
* 

Format clair : impact attendu, priorité, effort, risques, actions à 7 jours.

 

Contribuer au warm-up managérial :
* 

Diffuser sélectivement les insights (zones en tension vs performers).
* 

Participer aux warm-ups pour expliquer, éclairer, challenger.

 

Élever la qualité des données :
* 

Traquer trous, incohérences, non-qualités.
* 

Piloter un plan d'amélioration continue. Esprit radical, simple, orienté exécution.

Profil recherché:


���� Profil recherché

Formation & expérience

Doté d'une formation d'ingénieur (Centrale, X-Mines) ou équivalent, vous justifiez de minimum 4 ans en analytique data commerciale/industrielle dans un e",2026-04-08,https://candidat.francetravail.fr/offres/recherche/detail/1230623,France Travail,pipeline,48.8414,2.3675
1164781,Sales Engineer / Business Developer (F/H),Non précisé,France,,CDI,Non précisé,Expérience exigée,,"<p>Notre client, acteur international de r&eacute;f&eacute;rence dans les solutions en b&eacute;ton pour le traitement des eaux, le biogaz et les applications industrielles, recrute dans le cadre du d&eacute;veloppement de ses activit&eacute;s en France un(e) <strong>Sales Engineer / Business Developer</strong> pour d&eacute;velopper le Nord de la France.</p><p></p><p>Rattach&eacute;(e) directement au Directeur Commercial et en lien avec une &eacute;quipe internationale, vous intervenez en totale autonomie sur votre secteur.</p><p>&Agrave; ce titre, vos principales missions seront :</p><ul><li>D&eacute;velopper l&rsquo;activit&eacute; commerciale B2B sur le Nord de la France</li><li>Identifier, prospecter et convertir de nouveaux clients (agriculteurs, acteurs du traitement des eaux, industriels, &hellip;)</li><li>D&eacute;velopper et fid&eacute;liser un portefeuille clients existant</li><li>Piloter les projets commerciaux de A &agrave; Z, en coordination avec les &eacute;quipes internes (chefs de projet, &eacute;quipes techniques, commerciaux)</li><li>&Ecirc;tre l&rsquo;interlocuteur principal du client tout au long du cycle de vente et de r&eacute;alisation</li><li>Participer &agrave; des salons professionnels et &eacute;v&eacute;nements du secteur</li><li>Assurer un reporting r&eacute;gulier aupr&egrave;s du Directeur Commercial</li><li>Collaborer &eacute;troitement avec les &eacute;quipes bas&eacute;es au si&egrave;ge en Belgique</li></ul>",2026-04-04,https://candidat.francetravail.fr/offres/recherche/detail/1164781,France Travail,r,46.6034,1.8883
1117892,Business Analyst (B.A.) Finance - Programme Odyssey F/H - Marketing (H/F),VIRBAC,06 - Carros,6510.0,CDI,Non précisé,5 An(s),,"Descriptif du poste:

 

Le Programme Odyssey : Un pilier de notre transformation Odyssey est l'un des principaux programmes de transformation digitale de Virbac. Ce programme a pour ambition de déployer des processus robustes et harmonisés à travers le monde, en s'appuyant sur un Core Model technologique puissant : l'ERP Infor M3 et l'outil collaboratif achats ePIMS (Synertrade). Odyssey a pour vocation d'être implémenté dans les principales filiales du Groupe sur tous les continents.


Vos missions ?



Rattaché(e) au Directeur de centre de compétences Odyssey, dans une équipe de 10 personnes de la DSI, vous aurez en tant que Business Analyst Finance, un rôle critique dans l'alignement des flux financiers avec les exigences du Groupe.

Votre poste est basé à Carros mais de nombreux déploiements sont à prévoir par durée de une à deux semaines à la fois, en fonction des tailles de projets qui se succéderont.

Vos responsabilités technico-fonctionnelles seront à exercer aussi bien dans un mode Build (Projet) que Run (Exécution de ce qui est déjà déployé)

Missions détaillées :
 
* 

Stratégie Core Model : Garantir le respect et la cohérence du Core Model (ERP) lors des implémentations et des évolutions du S.I. Finance global.
* 

Maîtrise de l'intégration : Assurer l'intégration parfaite des flux financiers (Comptabilité générale, auxiliaire, industrielle) lors des déploiements ERP internationaux (M3).
* 

Paramétrage M3 : Configurer M3 (fonctions natives, workflows, Plan de Comptes), gérer la Segregation of Duty (droits/rôles) et administrer la base de données financière.
* 

Interfaçage et Data : Superviser les interfaces financières, assurer la cohérence des Master Data (articles, fournisseurs, paiements) et piloter la reprise/transcodification des données.
* 

Déploiements : Participer activement aux phases de préparation, fit-gap, tests, Go-Live et Hypercare dans les filiales internationales.
* 

Analyse de Gap : Identifier les écarts spécifiques (ex: fiscaux) a",2026-04-03,https://candidat.francetravail.fr/offres/recherche/detail/1117892,France Travail,,46.8691,-71.1776
1092817,Business Manager Programme Sap S/4Hana F/H,Non précisé,92 - Plessis-Robinson,92350.0,CDI,Non précisé,Expérience exigée,,"<div>MBDA est le seul groupe européen capable de concevoir et de produire des missiles et systèmes de missiles pour répondre à toute la gamme des besoins opérationnels présents et futurs des trois armées (terre, marine et air).
Partenaire européen et acteur mondial, MBDA se positionne au coeur de la souveraineté de nos nations européennes et de leurs alliés en leur fournissant des capacités militaires décisives à des fins de sécurité nationale et d'autonomie stratégique. Les produits du Groupe sont en service dans plus de 90 forces armées dans le monde. Avec plus de 13 000 personnes travaillant ensemble en France, au Royaume-Uni, en Italie, en Allemagne et en Espagne, MBDA est l'exemple le plus abouti d'intégration industrielle réussie dans le secteur de la défense en Europe. Les compétences des collaborateurs couvrent tous les aspects de la conception, du développement, de la production, du support et des services des systèmes d'armes complexes.
Chez MBDA, le sens de notre mission est ce qui nous unit : contribuer à la souveraineté des nations et préserver notre sécurité et notre liberté en Europe. Pour y parvenir, la collaboration et la confiance sont essentielles. MBDA doit relever des défis uniques pour répondre aux besoins des forces armées face à de nouvelles menaces. Motivés par les challenges technologiques, nous repoussons les limites de l'innovation, de la science et de la technologie pour développer des solutions au meilleur niveau. 
Nous encourageons le dépassement de soi dans un environnement unique qui offre des opportunités à chacun d'entre nous. Ensemble, nous sommes fiers du rôle que nous jouons.</div>
<br /><div><strong>Description du poste</strong></div>
Dans le cadre du programme interne, nous lançons une transformation majeure visant à migrer notre ERP vers SAP S/4HANA.
Au-delà d'une évolution technique, ce programme stratégique vise à simplifier, moderniser et optimiser les processus métiers, tout en renforçant l'intégration entre les différent",2026-04-03,https://candidat.francetravail.fr/offres/recherche/detail/1092817,France Travail,,48.8295,2.3781
1035447,Business Analyst Technique F/H - Marketing (H/F),HAYS France,69 - Lyon 3e Arrondissement,69003.0,CDI,Non précisé,1 An(s),,"Descriptif du poste:

Missions principales
 1. Pilotage et évolution des applications
* Recueillir, analyser et challenger les besoins métiers dans un contexte multi-pays.
* Rédiger les spécifications fonctionnelles et techniques.
* Gérer les projets d'évolution des applications (Finance, RH, Achats) : cadrage, planification, suivi, reporting.
* Assurer le rôle de référent fonctionnel sur votre périmètre.2. Coordination AMOA / AMOE
* Piloter les prestataires et éditeurs : suivi des charges, qualité des livrables, respect des délais.
* Participer aux architectures applicatives et garantir la cohérence du SI.
* Effectuer certains développements correctifs ou évolutifs (selon périmètre technique).3. Maintenance en Conditions Opérationnelles (MCO)
* Gérer et prioriser les incidents et demandes d'évolution.
* Assurer un support de niveau 2/3 auprès des utilisateurs internationaux.
* Garantir la disponibilité, la performance et la continuité des services applicatifs.4. Accompagnement et conduite du changement
* Préparer et animer des sessions de formation pour les équipes locales et internationales.
* Créer la documentation fonctionnelle et les supports utilisateurs.
* Accompagner les équipes métier dans l'adoption des nouveaux outils et processus.5. Suivi et reporting
* Suivre l'avancement des projets, les KPIs et les budgets associés.
* Présenter régulièrement les états d'avancement aux sponsors et au top management.
* Être force de proposition sur les optimisations fonctionnelles et techniques.

Profil recherché:
Profil recherché




* Expérience confirmée en Business Analyst / Consultant / Chef de projet, idéalement sur des applications Finance, RH ou Achats.


* Compétences analytiques solides : capacité à comprendre les besoins, challenger les processus et produire des spécifications claires.


* Capacité à piloter des projets et à coordonner prestataires, équipes techniques et métiers.


* Aisance relationnelle et communication efficace, y compris face au top manag",2026-04-02,https://candidat.francetravail.fr/offres/recherche/detail/1035447,France Travail,,48.833,2.3899
1012473,Amoa / Business Analyst (H/F),SOLUTEC,69 - Lyon 9e Arrondissement,69009.0,CDI,Annuel de 28000.0 Euros à 45000.0 Euros,Débutant accepté,,"Au sein d'une équipe projet, vous ferrez le lien entre les équipes métier et les équipes techniques, en traduisant les besoins des utilisateurs en solutions fonctionnelles précises. Plus précisément, vous interviendrez sur les missions suivantes :

 * Étudier et analyser le besoin du client
 * Analyser et collecter la donnée (suivi de KPI)
 * Contribuer à la définition fonctionnelle et la priorisation des besoins
 * Planifier, préparer et participer aux phases de tests fonctionnels
 * Assurer un suivi du projet
 * Accompagner le client dans le changement
 * Rédiger et mettre à jour les documents fonctionnels et guides utilisateurs
 * Mettre en place un plan de formation pour les utilisateurs
Issu(e) d'une formation ingénieur ou d'un cursus universitaire (Bac+5), vous devez avoir une véritable appétence pour le développement informatique et une bonne appréhension de la méthodologie SCRUM.

Compétences requises :

 * Excellent relationnel
 * Bonne appréhension des méthodologies agiles (SCRUM, Kanban, ...)
 * Capacités d'adaptation, de proactivité et d'autonomie
 * Bonnes capacités d'analyse, de synthèse et de rédaction
 * Capacités à appréhender les systèmes d'information
 * La maîtrise de l'anglais dans un contexte professionnel est un plus",2026-04-01,https://candidat.francetravail.fr/offres/recherche/detail/1012473,France Travail,,48.833,2.3899
