id,titre,entreprise,ville,code_postal,contrat,salaire,experience,competences,description,date_publication,url,source
1144130,Data Scientist Senior (H/F),GROUPE ATLANTIC SYNERGY - Société en Nom Collectif,85 - Roche-sur-Yon,85000,CDI,Non précisé,Expérience exigée,,"RESPONSABILITÉS : 

Envie de rejoindre un Groupe ambitieux et engagé dans une transformation data & IA à grande échelle ?
Vous aimez concevoir des modèles qui vont jusqu'en production ?
Vous disposez d'une solide expertise en Python et SQL ?
Alors, intégrez l'équipe de Cédric en tant que Data scientist Senior (f/h).


VOTRE CHALLENGE :
Vous concevez, développez, entraînez et déployez des modèles d'Intelligence Artificielle (Machine Learning, Deep Learning) afin de répondre à des problématiques m",2026-04-04,https://candidat.francetravail.fr/offres/recherche/detail/1144130,France Travail
1137207,Data Scientist H/F,Non précisé,06 - Gaude,06610,CDI,Annuel de 40000.0 Euros à 45000.0 Euros,3 An(s),,"
      Vous participez à la création d&#039;un écosystème DATA centralisé pour l&#039;ensemble de notre Groupe et vous permettez l&#039;exploitation optimale des données par les utilisateurs.


Sous la supervision du BI &amp;amp; DATA Manager, vos missions seront les suivantes :


- Collecter et transformer les données


- Concevoir des tableaux de bords interactifs et analyser leurs résultats


- Développer des modèles prédictifs et des algorithmes d&#039;apprentissage automatique


- Collabore",2026-04-04,https://candidat.francetravail.fr/offres/recherche/detail/1137207,France Travail
1120006,Alternant Data Scientist (F/H) (H/F),A.P.R.R (Autoroutes Paris Rhin Rhone),21 - Saint-Apollinaire,21850,CDD,Non précisé,Débutant accepté,,"APRR, branche du Groupe Eiffage recrute !
Nous recherchons notre Alternant DATA Scientist (F/H)

Sur notre site de Dijon (21 - Saint-Apollinaire)

Contrat Alternance - Statut ETAM - A compter de septembre 2026 pour une durée de 24 mois

Le département DATA, au sein de la Direction de l'Ingénierie et des Systèmes d'Information, est constitué d'une équipe de 4 experts métiers exploitant des données sur des sujets aussi divers qu'intéressants (équipements, péage, trafic, .). Sous la supervision de ",2026-04-03,https://candidat.francetravail.fr/offres/recherche/detail/1120006,France Travail
1110274,Data Scientist F/H (H/F),Non précisé,69 - Lyon,,CDD,Non précisé,Débutant accepté,,"Cette année, faites partie des  alternants à rejoindre le groupe EDF !Un Groupe international, champion de la croissance bas carbone qui lutte au quotidien contre le réchauffement climatique !Vous rejoignez l'équipe Données Digitales et Méthodes (DDM) à la Direction Ingénierie et Numérique( DIN) au sein de la Direction Projet Déconstruction et Déchets (DP2D) du groupe EDFVenez enrichir l'équipe par votre expérience, votre savoir-faire et votre savoir-être !Ce groupe a pour mission de développer ",2026-04-03,https://candidat.francetravail.fr/offres/recherche/detail/1110274,France Travail
1080749,[Som Ligeron] Chef De Projet Data-Scientist F/H,SOM Ligeron,92 - Bagneux,92220,CDI,Non précisé,Débutant accepté,,"RESPONSABILITÉS : 

Notre agence SOM Ligeron mobilise ses experts en sûreté, risques, ergonomie, data science et ingénierie système pour accompagner les grands projets industriels complexes.

Intégré(e) à notre bureau d'études Data Scientist, vous interviendrez sur plusieurs projets aéronautiques en Data Science, en lien avec le secteur d'activité SDF & SLI IdF. 
Votre rôle en tant que Chef de projet Data Scientist, sera de mener à bien les missions suivantes : 
 • Seconder le responsable d'acti",2026-04-03,https://candidat.francetravail.fr/offres/recherche/detail/1080749,France Travail
1073248,Data Scientist Marketing F/H - Yumens,Non précisé,33 - Bordeaux,33000,CDI,Non précisé,4 An(s),,"Rattaché(e) au pôle Business Intelligence, vous supervisez les études clients et pilotez la transformation des insights data en recommandations marketing actionnables pour votre portefeuille clients.
 
 
 
Votre rôle est central dans l'écosystème MV Group :
 
- Vous incarnez la promesse du groupe en transformant la data en levier de performance business concret pour nos clients, en collaboration avec les autres expertises du groupe; 
- Vous élaborez en binôme avec les Directions Conseils des rec",2026-04-02,https://candidat.francetravail.fr/offres/recherche/detail/1073248,France Travail
1073201,Data Scientist Marketing F/H - Yumens,Non précisé,69 - Lyon 7e Arrondissement,69007,CDI,Non précisé,4 An(s),,"Rattaché(e) au pôle Business Intelligence, vous supervisez les études clients et pilotez la transformation des insights data en recommandations marketing actionnables pour votre portefeuille clients.
 
 
 
Votre rôle est central dans l'écosystème MV Group :
 
- Vous incarnez la promesse du groupe en transformant la data en levier de performance business concret pour nos clients, en collaboration avec les autres expertises du groupe; 
- Vous élaborez en binôme avec les Directions Conseils des rec",2026-04-02,https://candidat.francetravail.fr/offres/recherche/detail/1073201,France Travail
1073185,Data Scientist Marketing F/H - Yumens,Non précisé,35 - Cesson-Sévigné,35510,CDI,Non précisé,4 An(s),,"Rattaché(e) au pôle Business Intelligence, vous supervisez les études clients et pilotez la transformation des insights data en recommandations marketing actionnables pour votre portefeuille clients.
 
 
 
Votre rôle est central dans l'écosystème MV Group :
 
- Vous incarnez la promesse du groupe en transformant la data en levier de performance business concret pour nos clients, en collaboration avec les autres expertises du groupe; 
- Vous élaborez en binôme avec les Directions Conseils des rec",2026-04-02,https://candidat.francetravail.fr/offres/recherche/detail/1073185,France Travail
1072863,Data Scientist Marketing F/H - Yumens,Non précisé,44 - Saint-Herblain,44800,CDI,Non précisé,4 An(s),,"Rattaché(e) au pôle Business Intelligence, vous supervisez les études clients et pilotez la transformation des insights data en recommandations marketing actionnables pour votre portefeuille clients.
 
 
 
Votre rôle est central dans l'écosystème MV Group :
 
- Vous incarnez la promesse du groupe en transformant la data en levier de performance business concret pour nos clients, en collaboration avec les autres expertises du groupe; 
- Vous élaborez en binôme avec les Directions Conseils des rec",2026-04-02,https://candidat.francetravail.fr/offres/recherche/detail/1072863,France Travail
1049926,Data Scientist (H/F),Non précisé,11 - Aude,,CDI,Annuel de 46000.0 Euros à 58000.0 Euros,3 An(s),,"Description du poste :
En tant qu'organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises & organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l'un de nos forums.
L'entreprise EDF recherche actuellement des profils Vous avez envie de rejoindre une Direction au cœur de l'actualité et des enjeux énergétiques d'aujourd'hui et de demain ? La Direction Optimisation Amont-Aval et Trading (DOAA",2026-04-02,https://candidat.francetravail.fr/offres/recherche/detail/1049926,France Travail
1039351,Ingénieur / Ingénieure Data Scientist (H/F),DSTUDIO,92 - Hauts-de-Seine,,CDD,Non précisé,Débutant accepté,,"Introduit des techniques de Data Science et d'Intelligence Artificielle pour résoudre des problématiques métier, prendre des décisions et/ou automatiser des opérations. Transforme des données brutes en informations exploitables et structure ces données. Développe des algorithmes d'apprentissage selon les besoins des équipes métiers. Coordonne le développement, les tests de résultats et améliore la solution sur sa durée de vie.",2026-04-02,https://candidat.francetravail.fr/offres/recherche/detail/1039351,France Travail
1009160,Consultant - Lead Data Scientist (Rwe & Causal Inference) H/F,Non précisé,75 - Paris 9e Arrondissement,75009,CDI,Annuel de 60000.0 Euros à 70000.0 Euros,7 An(s),,"Vous avez un profil solide en Data Science, une expertise confirmée dans l'intégration des preuves réelles (RWE) dans le développement clinique, et souhaitez intégrer une structure dynamique au coeur de l'innovation en Life Sciences ? Rejoignez-nous ! Vos missions Au sein des équipes d'IVIDATA Life Sciences et en collaboration avec nos clients issus des secteurs pharmaceutique et biotechnologique, vous interviendrez sur des projets à forte valeur ajoutée, en tant que Lead Data Scientist spéciali",2026-04-01,https://candidat.francetravail.fr/offres/recherche/detail/1009160,France Travail
1007615,Data Scientist Ia Générative/Agentique F/H (H/F),EDF,93 - Saint-Denis,93380,CDI,Annuel de 46000.0 Euros à 58000.0 Euros,5 An(s),,"Vous avez envie de rejoindre une Direction au coeur de l'actualité et des enjeux énergétiques d'aujourd'hui et de demain ? La Direction Optimisation Amont-Aval et Trading (DOAAT) est faite pour vous ! 
Nous sommes en effet responsables de l'équilibre entre l'offre et la demande d'électricité pour EDF, 365 j / 365 et 24h/24, au meilleur coût possible et en minimisant les risques. Notre activité, à la fois stratégique et opérationnelle, sécurise donc les résultats financiers du Groupe dans un cont",2026-04-01,https://candidat.francetravail.fr/offres/recherche/detail/1007615,France Travail
0980593,Data Scientist / Mlops H/F,JEMS,13 - Marseille 1er Arrondissement,13001,CDI,Annuel de 45000.0 Euros à 55000.0 Euros,Expérience exigée,,"RESPONSABILITÉS : 

Nous recherchons  un(e) Data Scientist capable de trouver des solutions innovantes et robustes à l'ensemble des problématiques Data.  Gourou de la donnée, vous vous amusez à faire parler les données et à les mettre au service des entreprises. Vous êtes donc à la croisée d'enjeux fonctionnels et stratégiques :
Vous aurez la charge de :
 • Étudier des données en possession de l'entreprise
 • Définir et récupérer des données pertinentes à extraire et à traiter en lien avec la pr",2026-04-01,https://candidat.francetravail.fr/offres/recherche/detail/0980593,France Travail
0967005,Senior Data Scientist - Downstream Demand Forecast - Value Chain (F/M/D) (H/F),Non précisé,59 - Villeneuve-d'Ascq,59491,CDI,Non précisé,Débutant accepté,,"Decathlon Digital
Decathlon ambitionne de devenir la meilleure plateforme numérique sportive et écosystème ouvert au monde. Nous souhaitons permettre aux clients de vivre Decathlon à travers de nombreuses expériences locales centrées sur le sport en connectant de nombreux acteurs et services tiers, de manière sécurisée et performante. Decathlon Digital, c'est aujourd'hui plus de  profils techniques : software engineers, product managers, expert·e·s de la data, du Cloud et de la cybersécurité, en",2026-03-31,https://candidat.francetravail.fr/offres/recherche/detail/0967005,France Travail
0967004,Senior Data Scientist - Downstream Demand Forecast - Value Chain (F/M/D) (H/F),Non précisé,75 - Paris,,CDI,Non précisé,Débutant accepté,,"Decathlon Digital
Decathlon ambitionne de devenir la meilleure plateforme numérique sportive et écosystème ouvert au monde. Nous souhaitons permettre aux clients de vivre Decathlon à travers de nombreuses expériences locales centrées sur le sport en connectant de nombreux acteurs et services tiers, de manière sécurisée et performante. Decathlon Digital, c'est aujourd'hui plus de  profils techniques : software engineers, product managers, expert·e·s de la data, du Cloud et de la cybersécurité, en",2026-03-31,https://candidat.francetravail.fr/offres/recherche/detail/0967004,France Travail
0962836,Alternance Data Scientist/ Ia Engineer - Paris (F/H) (H/F),Non précisé,75 - Paris,,CDD,Non précisé,Débutant accepté,,"Au sein de la direction financière et plus particulièrement au sein du pôle Direction du Risque Financier Client, vous serez au cœur de la stratégie d'innovation de l'équipe ""Pilotage par la donnée"", vous contribuerez directement à la conception et au développement de nos solutions d'Intelligence Artificielle. Vous transformerez des problématiques complexes en modèles prédictifs à forte valeur ajoutée. Pour cela, vous serez amené(eDévelopper des modèles de Machine Learning : Participer à l'ensem",2026-03-31,https://candidat.francetravail.fr/offres/recherche/detail/0962836,France Travail
0945717,Data Scientist (H/F),Non précisé,44 - Loire-Atlantique,,CDI,Non précisé,3 An(s),,"Description du poste :
En tant qu'organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises & organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l'un de nos forums.
L'entreprise Atos recherche actuellement des profils Rejoignez une aventure qui a du sens !
Ce que vous allez faire si vous nous rejoignez Sous la responsabilité du Responsable Data / IA, vous interviendrez sur les missions sui",2026-03-31,https://candidat.francetravail.fr/offres/recherche/detail/0945717,France Travail
0923739,Data Scientist Ia Générative/Agentique (H/F),Non précisé,11 - Carcassonne,11000,CDI,Non précisé,Débutant accepté,,"Vous avez envie de rejoindre une Direction au cœur de l’actualité et des enjeux énergétiques d'aujourd'hui et de demain ? La Direction Optimisation Amont-Aval et Trading (DOAAT) est faite pour vous ! Nous sommes en effet responsables de l'équilibre entre l’offre et la demande d'électricité pour EDF, 365 j / 365 et 24h/24, au meilleur coût possible et en minimisant les risques. Notre activité, à la fois stratégique et opérationnelle, sécurise donc les résultats financiers du Groupe dans un contex",2026-03-31,https://candidat.francetravail.fr/offres/recherche/detail/0923739,France Travail
0921337,Datascientist Geode (H/F),UNIVERSITE PARIS 8,93 - Aubervilliers,93300,CDD,Non précisé,Débutant accepté,,"RESPONSABILITÉS : 

Il rassemble des chercheurs en géopolitique, géographie, droit, mathématiques, informatique, histoire, sociologie et philosophie de l'Université Paris 8, de l'INRIA, de l'Académie militaire de Saint-Cyr-Coëtquidan, de l'Université de Savoie, de l'ENS, de l'Université de Paris Cité, de l'Université de Bretagne Occidentale, de l'Université de Bourgogne,de l'Université Bordeaux Montaigne,de l'INALCO et de l'IRSEM.
CRYSTAL est une plateforme numérique développée au sein du centre",2026-03-31,https://candidat.francetravail.fr/offres/recherche/detail/0921337,France Travail
0898799,"Data Scientist F/H - Système, Réseaux, Données (H/F)",FED SAS,38 - Apprieu,38140,CDI,Non précisé,3 An(s),,"Descriptif du poste:

Fed IT, cabinet de recrutement dédié aux fonctions informatiques, recrute pour son client, cabinet de maîtrise d'œuvre et économie de la construction, un(e) Data Scientist H/F, pour accompagner sa croissance.
Au sein d'une société de 60 personnes, vous arrivez en création de poste et rejoignez la ""transformation digitale"" (data et infrastructure). Rattaché(e) au directeur de l'équipe, vous : 
 
-Intervenez sur l'ensemble de la data du cabinet (maquettes 3D, mémoires techniq",2026-03-30,https://candidat.francetravail.fr/offres/recherche/detail/0898799,France Travail
0834011,Data Scientist Epargne Retraite En Alternance H/F,Non précisé,92 - Nanterre,92000,CDD,Annuel de 22000.0 Euros à 30000.0 Euros,Débutant accepté,,"Votre mission si vous l'acceptez.
Au sein de la direction Individuelles de GGVIE et plus particulièrement au sein de l'équipe Offre Financière, Outils et Pilotage de l'Activité du service Offres et Marketing Epargne Retraite, vos activités seront notamment :
- Appui au référent Data Science sur l'activité de pilotage commercial et de connaissance client dans le domaine de l'épargne / retraite individuelle. 
- Participer aux missions de segmentation et de pilotage de l'activité en contribuant à l",2026-03-27,https://candidat.francetravail.fr/offres/recherche/detail/0834011,France Travail
0831413,Data Scientist - (H/F),Non précisé,76 - Rouen,76000,CDI,Non précisé,5 An(s),,"Créée en 2011, DAVRICOURT est une société de conseil à taille humaine, spécialisée dans le recrutement et la prestation d'ingénieurs et de techniciens dans les secteurs automobile, ferroviaire, naval, aéronautique, défense, énergie, grande distribution, sciences de la vie, et du numérique.
 
Répartis sur 6 agences en France, notre ambition est de proposer des solutions techniques de haute qualité, tout en plaçant l'humain et l'engagement au cœur de nos priorités. En intégrant notre équipe, vous ",2026-03-27,https://candidat.francetravail.fr/offres/recherche/detail/0831413,France Travail
0831332,Data Scientist (H/F),Non précisé,76 - Sainte-Adresse,76310,CDI,Non précisé,5 An(s),,"Rejoindre Meent, c'est?
Intégrer une société d'ingénierie experte en Life Science, créée en 2023, qui valorise le talent et l'énergie de ses collaborateurs pour porter des projets innovants et ambitieux.

Chez Meent Life Science, nous construisons avec nos collaborateurs une aventure fondée sur :
-L'entraide et l'esprit d'équipe
-La bienveillance et la stabilité
-L'épanouissement et la progression professionnelle

Nous croyons qu'un collaborateur épanoui est un collaborateur performant. C'est po",2026-03-27,https://candidat.francetravail.fr/offres/recherche/detail/0831332,France Travail
