id,titre,entreprise,ville,code_postal,contrat,salaire,experience,competences,description,date_publication,url,source
1039452,Data Analyst (H/F),BRICARD,77 - Seine-et-Marne,,CDD,Non précisé,Débutant accepté,,Le Data Analyst ou analyste de données transforme les données en informations statistiques et techniques. Collecte les données analytiques pour en extraire des tendances et des prévisions pour résoudre des problèmes Collabore avec les équipes techniques et métiers pour comprendre les besoins en données Présente les résultats des analyses sous forme de rapports ou de visualisations compréhensibles Assure la qualité et l'intégrité des données utilisées dans les analyses par une veille technologiqu,2026-04-02,https://candidat.francetravail.fr/offres/recherche/detail/1039452,France Travail
1038057,Alternance – Data Analyst (H/F),Non précisé,92 - Nanterre,92000,CDI,Non précisé,Débutant accepté,,"Rejoignez EDF, acteur majeur de la transition énergétique, et découvrez l’opportunité de contribuer à un avenir plus durable tout en développant vos compétences au sein d’une entreprise innovante et responsable.Vous intégrerez la Direction Services et Performance des Projets, entité de 250 personnes contributrice à la réalisation des projets de construction de centrales nucléaires. Cette unité regroupe les compétences dans les métiers de la conduite de projet qui sont mises à disposition des ent",2026-04-02,https://candidat.francetravail.fr/offres/recherche/detail/1038057,France Travail
1032977,Product Data Analyst (H/F),JEUNE AFRIQUE MEDIA GROUP,75 - Paris 16e Arrondissement,75016,CDI,Non précisé,Expérience exigée,,"RESPONSABILITÉS : 

Dans un contexte de transformation digitale et de développement de nos offres d'abonnement, le Pôle Data se renforce avec la création d'un poste de Product Data Analyst.
Ce rôle a pour mission de structurer, fiabiliser et valoriser la mesure de la performance (audience, produit, abonnements), tout en contribuant activement à l'évolution de notre écosystème data.
Le/la Product Data Analyst travaillera en étroite collaboration avec le Head of Data, l'Analytics Engineer, ainsi q",2026-04-02,https://candidat.francetravail.fr/offres/recherche/detail/1032977,France Travail
1032701,Data Analyst (H/F),Mercato de l'emploi,79 - Niort,79000,CDI,Annuel de 45000.0 Euros à 60000.0 Euros,Expérience exigée,,"RESPONSABILITÉS : 

Vos missions Analyse et valorisation de la donnée  • Recueillir et analyser les besoins métiers
 • Explorer, nettoyer et analyser les données
 • Produire des analyses actionnables
 • Construire des indicateurs de performance (KPI)
Data visualisation et BI  • Concevoir des dashboards ( Power BI ou Tableau )
 • Modéliser les données pour la restitution
 • Accompagner les utilisateurs dans la lecture et l'usage des dashboards
 • Garantir la cohérence et la fiabilité des indicate",2026-04-02,https://candidat.francetravail.fr/offres/recherche/detail/1032701,France Travail
1026745,Alternance - Data Analyst F/H - Dijon,Non précisé,21 - Dijon,21000,CDI,Non précisé,Débutant accepté,,"Entreprise 

SUPPL’ACTIV & ACTIV’PHARMA CONSEILS – Groupe ACTIV’360

Qui sommes-nous ?

SUPPL’ACTIV et ACTIV’PHARMA CONSEILS, marques du groupe indépendant ACTIV’360, sont des acteurs de référence dans l’externalisation commerciale et le conseil.

Depuis plus de 30 ans, nous accompagnons les marques de l’univers santé & beauté dans leurs stratégies Go-To-Market (Sell-in / Sell-out) grâce à quatre piliers forts : l’Humain, la Data, l’Expertise et la Performance.

Aujourd’hui, plus de 90 entrepris",2026-04-01,https://candidat.francetravail.fr/offres/recherche/detail/1026745,France Travail
1026684,Stage - Data Analyst F/H - Dijon,Non précisé,21 - Dijon,21000,CDI,Non précisé,Débutant accepté,,"Entreprise 

SUPPL’ACTIV & ACTIV’PHARMA CONSEILS – Groupe ACTIV’360

Qui sommes-nous ?

SUPPL’ACTIV et ACTIV’PHARMA CONSEILS, marques du groupe indépendant ACTIV’360, sont des acteurs de référence dans l’externalisation commerciale et le conseil.

Depuis plus de 30 ans, nous accompagnons les marques de l’univers santé & beauté dans leurs stratégies Go-To-Market (Sell-in / Sell-out) grâce à quatre piliers forts : l’Humain, la Data, l’Expertise et la Performance.

 

Poste 

Nous recherchons un(e)",2026-04-01,https://candidat.francetravail.fr/offres/recherche/detail/1026684,France Travail
1009213,Consultant - Data Analyst Rwe / Programmeur Sas H/F,Non précisé,75 - Paris 9e Arrondissement,75009,CDI,Annuel de 50000.0 Euros à 70000.0 Euros,2 An(s),,"Vous avez un profil solide dans l'analyse de données dans un contexte de données de vie réelle, une expertise confirmée dans la programmation statistiques sous SAS, et souhaitez intégrer une structure dynamique au coeur de l'innovation en Life Sciences ? Rejoignez-nous !


Vos missions

Au sein des équipes d'IVIDATA Life Sciences et en collaboration avec nos clients issus des secteurs pharmaceutique et biotechnologique, vous interviendrez sur des projets à forte valeur ajoutée, en tant que Data ",2026-04-01,https://candidat.francetravail.fr/offres/recherche/detail/1009213,France Travail
1001382,Alternance - Data & Cro Analyst (H/F),Non précisé,75 - Paris,,CDI,Non précisé,Débutant accepté,,"ROLE :&nbsp;Au sein du département Digital et dans un contexte international, vous serez sous la responsabilité du Data &amp; CRO Manager. Votre rôle sera de soutenir le Lead CRO Strategist dans l'optimisation des parcours utilisateurs. Vous l'accompagnerez dans la mise en place des expériences (AB tests et personnalisation), ainsi que dans la mesure de la performance des sites à travers des analyses quantitatives &amp; qualitatives pour détecter les points de friction et identifier les axes d'a",2026-04-01,https://candidat.francetravail.fr/offres/recherche/detail/1001382,France Travail
0993948,Data Analyst - Inventory Management - Value Chain (F/M/D) (H/F),Non précisé,75 - Paris,,CDI,Non précisé,Débutant accepté,,"Decathlon Digital 
Decathlon ambitionne de devenir la meilleure plateforme numérique sportive et écosystème ouvert au monde.
Nous souhaitons permettre aux clients de vivre Decathlon à travers de nombreuses expériences locales centrées sur le sport en connectant de nombreux acteurs et services tiers, de manière sécurisée et performante.
Decathlon Digital, c'est aujourd'hui plus de 5000 profils techniques :
software engineers, product managers, expert e s de la data, du Cloud et de la cybersécurit",2026-04-01,https://candidat.francetravail.fr/offres/recherche/detail/0993948,France Travail
0993936,Data Analyst - Inventory Management - Value Chain (F/M/D) (H/F),Non précisé,59 - Villeneuve-d'Ascq,59491,CDI,Non précisé,Débutant accepté,,"Decathlon Digital 
Decathlon ambitionne de devenir la meilleure plateforme numérique sportive et écosystème ouvert au monde.
Nous souhaitons permettre aux clients de vivre Decathlon à travers de nombreuses expériences locales centrées sur le sport en connectant de nombreux acteurs et services tiers, de manière sécurisée et performante.
Decathlon Digital, c'est aujourd'hui plus de 5000 profils techniques :
software engineers, product managers, expert e s de la data, du Cloud et de la cybersécurit",2026-04-01,https://candidat.francetravail.fr/offres/recherche/detail/0993936,France Travail
0991451,Data Analyst - Thales H/F,Non précisé,19 - Brive-la-Gaillarde,19100,Mission intérimaire,Non précisé,Débutant accepté,,"Thales Alenia Space, leader mondial dans les systèmes spatiaux et basé à Toulouse, est une coentreprise entre Thales (67 %) et Leonardo (33 %). L'entreprise conçoit, développe et fabrique une gamme complète de satellites, de sous-systèmes, de systèmes de communication et de navigation, ainsi que des instruments d'observation de la Terre. Thales Alenia Space joue un rôle clé dans les missions spatiales européennes, notamment en contribuant à des projets d'exploration, de science, de défense et de",2026-04-01,https://candidat.francetravail.fr/offres/recherche/detail/0991451,France Travail
0990762,Apprenti Data Analyst F/H/N (H/F),Non précisé,93 - Drancy,93700,Mission intérimaire,Non précisé,Débutant accepté,,"En tant qu'apprenti(e) data analyste vous serez intégré(e) au sein de l'équipe BI (pôle data).Vos missions seront les suivantes&#xa0;:Analyse des données produits, tarifaires et commerciales pour fiabiliser la base et assurer que le client dispose des bonnes informationsSupport aux équipes Commerce, Administration des Ventes et Supply Chain pour les analyses de données et la création de dashboardsIntégration à différents projets de développement d'outils et de process logistiques pour l'améliora",2026-04-01,https://candidat.francetravail.fr/offres/recherche/detail/0990762,France Travail
0986863,Ingénieur Data Analyst F/H/X (H/F),Non précisé,75 - Paris,,CDI,Non précisé,Débutant accepté,,"Galileo Global Education est le leader mondial de l'enseignement supérieur privé avec un réseau de 108 campus répartis sur 18 pays. Notre vision est de faire bouger les lignes du monde de l'éducation par l'innovation.Nous formons  étudiants et apprenants, notamment dans les domaines des arts appliqués, du numérique, du management et de la santé.Nous sommes heureux de contribuer à la réussite de nos apprenants pour qu'ils expriment leur potentiel et développent leur employabilité. Grâce à notre f",2026-04-01,https://candidat.francetravail.fr/offres/recherche/detail/0986863,France Travail
0982426,Data Analyst (F/H) (H/F),Non précisé,31 - Toulouse,31000,Mission intérimaire,Non précisé,Débutant accepté,,"descriptif du posteMesurer la performance de l'entreprise en collectant, consolidant et synthétisant les indicateurs de performance.Gérer la performance en facilitant les échanges entre les parties prenantes sur les données de performance, l'analyse des causes profondes et les recommandations afin de faciliter la prise de décision.Identifier et définir les projets d'amélioration pour atteindre les objectifs de performance.Ce poste, basé à TOULOUSE est à po",2026-04-01,https://candidat.francetravail.fr/offres/recherche/detail/0982426,France Travail
0980431,Data Analyst (F/H) (H/F),Non précisé,29 - Guipavas,29490,Mission intérimaire,Non précisé,Débutant accepté,,"descriptif du posteVos missionsAnalyse des données : Croiser et analyser les données issues de Salesforce, de notre ERP QAD, du Data Lake Azure et des données marché pour éclairer la performance commerciale et les tendances.Reporting & tableaux de bord : Créer, adapter et maintenir des rapports et dashboards Power BI pour les équipes internes et les revues de performance.Qualité des données : Contrôler la cohérence, mesurer la qualité des données Salesforc",2026-04-01,https://candidat.francetravail.fr/offres/recherche/detail/0980431,France Travail
0975646,Data Analyst & Chef(Fe) De Projets Merchandising  H/F,Non précisé,93 - Noisy-le-Grand,93160,CDI,Annuel de 0.0 Euros,Débutant accepté,,"
      Un poste hybride à fort impact !


Chez CPI GLOBAL, nous pilotons des campagnes merchandising terrain à grande échelle.


Notre enjeu aujourd’hui :
- mieux structurer la donnée
- mieux piloter les campagnes
- gagner en performance opérationnelle



Nous créons donc un poste hybride, au cœur de ces deux dimensions.
Votre rôle : entre data et pilotage de projets :


Data Analyst (50%)


- Construire des outils de suivi performants sous Excel
- Développer des dashboards sous Power BI
- Explo",2026-04-01,https://candidat.francetravail.fr/offres/recherche/detail/0975646,France Travail
0975259,Data Analyst Crm & Expérience Client - H/F,Non précisé,75 - Paris 17e Arrondissement,75017,CDI,Non précisé,6 An(s),,"Créé en 2016, Sevetys est l’acteur de référence de la santé animale en France. Ancré au cœur des territoires, et déjà adopté par plus de 240 cliniques en France, Sevetys rassemble plus de 1 750 experts passionnés de la santé animale qui œuvrent au quotidien pour un métier vétérinaire attractif et en bonne santé.

Notre ambition ? Créer un partenariat innovant avec les vétérinaires & ASV pour améliorer l’offre de soin aux animaux dans un monde vétérinaire qui se réinvente.
Comment ? En leur donna",2026-03-31,https://candidat.francetravail.fr/offres/recherche/detail/0975259,France Travail
0966766,Alternance Data Analyst - Frépillon (F/H) (H/F),Non précisé,95 - Frépillon,95740,CDD,Non précisé,Débutant accepté,,"Intégré(e) à l'équipe Data et en lien direct avec les équipes commerciales et opérationnelles, vous contribuerez à l'optimisation de la performance business grâce à l'exploitation et à la structuration des données.Vos missions principales seront :Assurer la collecte, le nettoyage et la fiabilisation des données commerciales.Structurer et organiser les bases de données afin d'en garantir la qualité et la cohérence.Concevoir et améliorer des dashboards orientés pilotage de la performance.Définir e",2026-03-31,https://candidat.francetravail.fr/offres/recherche/detail/0966766,France Travail
205QLJY,Ingénieur / Chercheur R&D Machine Learning (Phd) - H/F (H/F),Non précisé,75 - PARIS 13,75013,CDI,Annuel de 52000.0 Euros à 60000.0 Euros sur 12.0 mois,3 An(s),"Analyser, exploiter, structurer des données, Analyser les besoins informatiques, Collaborer avec une équipe projet, Optimiser des algorithmes, une application informatique et mettre en oeuvre leur développement, Recueillir et analyser les besoins client","Rokken Europe développe des solutions technologiques innovantes à forte composante scientifique, à l'intersection de la recherche appliquée, du machine learning et du développement logiciel. Dans le cadre de notre croissance, nous recherchons un(e) Ingénieur / Chercheur R&D Machine Learning (PhD) pour renforcer nos activités de recherche et de développement sur des problématiques avancées en intelligence artificielle.

Le poste:

Au sein de notre équipe R&D basée à Paris, vous contribuerez à la ",2026-03-18,https://candidat.francetravail.fr/offres/recherche/detail/205QLJY,France Travail
206KHPW,"Doctorant Cifre En Ia - Nlp, Llm Et Systèmes Multi-Agents (H/F)",DATUM ACADEMY,64 - BIDART,64210,CDD,Annuel de 27600.0 Euros à 32900.0 Euros sur 12.0 mois,Débutant accepté,"Anglais technique, Conception d'architectures logicielles, Gestion de projets informatiques, Langages de programmation informatique, Méthode AGILE, Programmation logicielle, Allouer et organiser les ressources d'un projet selon les besoins et contraintes, Analyser, exploiter, structurer des données, Analyser les besoins informatiques, Concevoir l'architecture d'un système, d'un réseau, Créer, élaborer et identifier des concepts innovants, Développer un logiciel, un système d'informations, une application, Procéder aux phases de tests et de recettes des applications développées, Proposer des pistes d'amélioration des solutions, Réaliser des études et développements informatiques, Respecter la confidentialité des informations, Structurer, synthétiser des informations, Python avancé, Traitement du langage naturel (NLP), Deep Learning, Retrieval-Augmented Generation (RAG), Recherche scientifique, Machine Learning, Développement d’algorithmes, PyTorch ou TensorFlow, Systèmes multi-agents, Large Language Models (LLM)","Dans le cadre d'un projet de recherche en intelligence artificielle, Datum Academy recrute un(e) doctorant(e) en Intelligence Artificielle pour contribuer au développement de systèmes intelligents appliqués à l'apprentissage numérique.

Le projet s'inscrit dans un environnement de recherche et développement avancé, en collaboration avec des partenaires académiques et industriels. Il vise à concevoir et expérimenter des architectures d'intelligence artificielle capables d'interagir avec des utili",2026-04-02,https://candidat.francetravail.fr/offres/recherche/detail/206KHPW,France Travail
206GLXS,Ingénieur Data/Si H/F,MAJUPROTECH,69 - LIMONEST,69760,CDI,Annuel de 36000.00 Euros à 38000.00 Euros sur 12 mois,2 An(s),"Application des méthodes de machine learning dans BI, Développement back-end, Langages de programmation informatique, Programmation logicielle, Programmation en Python, Concevoir une application web, Paramétrer un logiciel, un outil, un système numérique, Intégrer des outils IA/Data Science, Recueillir et analyser les besoins client","Au sein d'une PME en croissance soutenue, nous vous proposons un environnement technique stimulant, au cœur de projets dans le secteur de la médecine nucléaire, avec une dimension internationale.
Un parcours d'intégration, une immersion au sein de notre atelier de production et une formation de nos produits et processus seront mis en place dès votre arrivée dans la société.
Missions principales :
- Conception, développement et maintenance d'applications internes orientées métier, avec une logiqu",2026-03-31,https://candidat.francetravail.fr/offres/recherche/detail/206GLXS,France Travail
205WLZZ,Analyste-Programmeur Ia / Ia Générative (H/F),Non précisé,75 - PARIS 08,75008,CDI,Mensuel de 1180.0 Euros sur 12.0 mois,3 Mois,"Application web, Concevoir une application web, HTML/CSS,  Java , Bash , Outils & Envs Docker, Git/GitHub, n8n, APIs LLM, Vercel Déploiement, Trello Gestion de tâches, Notion Documentation, Cursor AI-powered IDE, Langages & Frameworks: Python, JavaScript, Next.js, Machine Learning","Analyste-Programmeur IA en alternance pour rejoindre notre équipe technique. Les missions incluent entre autres 
- Développer et maintenir des pipelines d'automatisation et agents IA (n8n, Python, API LLM)
- Concevoir et intégrer des applications basées sur l'IA générative (chatbots, générateurs de contenu, outils d'analyse)
- Contribuer à la construction d'outils internes de génération de contenu et de gestion de données
- Participer à la veille technologique sur les modèles LLM (GPT, Claude, M",2026-03-23,https://candidat.francetravail.fr/offres/recherche/detail/205WLZZ,France Travail
205RDGN,Ingénieur(E) D'Étude En Bioinformatique (H/F),UNIVERSITE D'AIX MARSEILLE,13 - MARSEILLE,13007,CDD,Mensuel de 2109.3 Euros sur 12.0 mois,6 Mois,"Gestion de bases de données biologiques, Langages de programmation informatique, Master mention bio-informatique, Techniques de machine learning en bioinformatique, Déterminer des axes d'évolution technologiques, Collecter et analyser des données, des informations, Elaborer des processus et des modes opératoires techniques, Rendre compte de son activité","Aix-Marseille Université (AMU) est une université pluridisciplinaire structurée autour de cinq grands secteurs disciplinaires (Arts, Lettres, Langues et Sciences Humaines ; Droit et Science politique ; Économie et Gestion ; Santé ; Sciences et Technologies et un secteur pluridisciplinaire). AMU forme 80 000 étudiants dans 17 composantes (facultés, écoles, instituts), réparties dans quatre départements (04, 05, 13 et 84) et 10 villes (en savoir plus : www.univ-amu.fr ; AMU en vidéo : https://yout",2026-03-19,https://candidat.francetravail.fr/offres/recherche/detail/205RDGN,France Travail
206KSBB,Mécanicien.Ne Itinérant Engins De Tp - Secteur Drôme Ardèche (H/F),CONTACT RH VALENCE,26 - Loriol-sur-Drôme,26270,CDI,Mensuel de 2750.0 Euros à 3100.0 Euros sur 12.0 mois,3 An(s),"Identifier les composants et les pièces défectueuses, Réaliser le montage d'équipements industriels ou d'exploitation, Réaliser les réglages de mise au point de l'équipement industriel ou d'exploitation et contrôler son fonctionnement, Réparer un équipement, une machine, une installation","Rejoignez une entreprise dynamique, concessionnaire exclusif de marques reconnues dans le domaine des engins de chantier (pelles à pneus, pelles à chenilles, chargeuses, mini-pelles, etc.). Présente sur 8 départements, elle assure la commercialisation, la maintenance et le SAV de matériels premium, pour une clientèle exigeante et fidèle.
 
En tant que Mécanicien(ne) itinérant(e), vous intervenez directement sur les sites clients (Drome, Ardèche, et ponctuellement Isère et Loire) pour :

Réaliser",2026-04-02,https://candidat.francetravail.fr/offres/recherche/detail/206KSBB,France Travail
206HSLH,Ingenieur Developpement D'Applications C++ H/F,ALCOM TECHNOLOGIES,33 - BORDEAUX,33000,CDI,Annuel de 38000.00 Euros à 42000.00 Euros sur 12 mois,Débutant accepté,"Rédiger un cahier des charges, des spécifications techniques, Déterminer des mesures correctives","LES MISSIONS
Afin de compléter notre équipe de développeurs informatiques et d'ingénieurs computer vision et machine learning nous souhaiterions vous confier les missions suivantes :  
- Conception et amélioration continue de nouvelles applications embarquées s'exécutant sur des caméras (programmation concurrente, intégration de modèles d'intelligence artificielle, gestion des entrées-sorties, interface de configuration etc.)
- Contribution au développement de nouvelles fonctionnalités associées",2026-04-01,https://candidat.francetravail.fr/offres/recherche/detail/206HSLH,France Travail
206HQJB,Ingenieur Computer Vision Junior H/F,ALCOM TECHNOLOGIES,33 - BORDEAUX,33000,CDI,Annuel de 38000.00 Euros à 42000.00 Euros sur 12 mois,Débutant accepté,"Optimiser les performances des systèmes d'IA, Documenter les processus et les architectures d'IA, Développer des modèles prédictifs pour l'analyse de données","LES MISSIONS
- Conception, développement et optimisation de solutions d'analyse vidéo intelligente, notamment basées sur des techniques d'intelligence artificielle
- Réalisation de développements spécifiques pour nos clients et conception de nouveaux produits, rôle central de la preuve de concept à la phase d'industrialisation 
- Participation aux activités de déploiement, de maintenance et de support
- Contribution à la structuration transversale de pratiques de gestion du cycle de vie des solu",2026-04-01,https://candidat.francetravail.fr/offres/recherche/detail/206HQJB,France Travail
206GYCN,Technicien De Maintenance Cvc (H/F),BLUEDOCKER,69 - Vénissieux,69200,CDI,Annuel de 28000.0 Euros à 35000.0 Euros sur 12.0 mois,3 An(s),,"La société :
Notre client est une filiale d'un grand groupe français et est un acteur majeur des services énergétiques. Présent sur l'ensemble du territoire français mais aussi à l'internationale, notre client compte 25 000 collaborateurs dont 20 000 en France. En 2023, ils ont réalisé plus de 2 milliards d'euros de chiffre d'affaires.
Depuis plus de 85 ans, la société développe et récupère les énergies renouvelables dans le but d'aider leurs clients à faire des économies d'énergie et à réduire ",2026-03-31,https://candidat.francetravail.fr/offres/recherche/detail/206GYCN,France Travail
206GHYT,Directeur De Programme Ia (H/F),SOCOMEC,67 - BENFELD,67230,CDI,Non précisé,4 An(s),,"Au sein de la DSI, vous serez responsable de la vision, de la gouvernance, de l'exécution, de l'industrialisation et de l'adoption des usages IA à l'échelle du Groupe (IA générative, machine learning, agents IA.), dans un contexte de forte croissance du groupe et de transformation digitale à l'échelle internationale.

Vous jouerez un rôle central dans la communication et la mobilisation de l'organisation autour du programme IA, afin d'en assurer la compréhension, l'adhésion et l'adoption à tous ",2026-03-31,https://candidat.francetravail.fr/offres/recherche/detail/206GHYT,France Travail
206DHYG,Technicien.Ne Chimiste En Polymères (H/F),SYNBOLI,33 - MERIGNAC,33700,CDI,Annuel de 26000.0 Euros à 35000.0 Euros sur 12.0 mois,6 Mois,"Anglais technique, Procédures d'évacuation des déchets spéciaux, Contrôler la conformité d'un équipement de laboratoire, Contrôler l'état d'un échantillon de laboratoire, Réaliser les mesures et les analyses, identifier des non-conformités et réaliser des ajustements techniques, Relever les données et les consigner dans les cahiers de laboratoire, les bases de données, les registres, les comptes rendus, Analyser des échantillons de matières ou de produits, Collecter des échantillons pour analyse, Comprendre, interpréter des données et documents techniques, Créer, concevoir de nouveaux produits ou des améliorations produits, Maîtriser les caractéristiques d'un produit ou d'un matériau, Monter et régler une installation, une machine, Réaliser la maintenance de premier niveau, Réaliser les travaux de montage, d'assemblage, Rédiger et élaborer des notices et fiches techniques, Renseigner, mettre à jour une documentation technique, Respecter les règles de Qualité, Hygiène, Sécurité, Santé et Environnement (QHSSE), Sélectionner les matières premières à mobiliser, Transformer une matière première","Rejoignez la révolution des polymères à Bordeaux !
Synboli réunit la chimie et l'IA pour révolutionner la découverte de polymères

Êtes-vous passionné(e) et talentueux(se) et épanoui(e) dans un environnement collaboratif ? Êtes-vous passionné(e) par l'avenir des matériaux grâce à la chimie de pointe et à l'IA ?

Synboli est une startup pionnière qui révolutionne la découverte et la synthèse de nouveaux matériaux polymères en associant un procédé innovant et breveté de synthèse de polymères à des",2026-03-30,https://candidat.francetravail.fr/offres/recherche/detail/206DHYG,France Travail
206CWDX,Ingénieur(E) En Traitement Du Signal Biomédical (H/F),FONDATION BORDEAUX UNIVERSITE,33 - BORDEAUX,33000,CDD,Mensuel de 2600.0 Euros à 2800.0 Euros sur 12.0 mois,Débutant accepté,"Analyser les données de santé, Communiquer avec les professionnels de santé pour collecter des informations, Concevoir des solutions numériques adaptées au secteur de la santé, Gérer des projets de développement de systèmes e-santé, Intégrer des solutions numériques pour la gestion des dossiers, Participer à des projets de recherche et développement, Respecter les normes éthiques et de confidentialité, Suivre les avancées technologiques en santé","Contexte : L'IHU Liryc (Institut de Rythmologie et Modélisation Cardiaque) est un Institut Hospitalo-Universitaire (IHU) avec une quadruple mission de recherche, de soin, d'innovation et d'enseignement, au service du patient. Il a pour vocation de mieux comprendre et traiter les dysfonctions électriques du cœur qui sont à l'origine de nombreuses maladies cardiovasculaires représentant près d'un tiers des décès dans le monde.  L'IHU Liryc est structuré en fondation de coopération scientifique abr",2026-03-27,https://candidat.francetravail.fr/offres/recherche/detail/206CWDX,France Travail
206CDMJ,Concepteur Développeur Fullstack Confirmé - Python (H/F),MAX DIGITAL SERVICES,35 - RENNES,35000,CDI,Annuel de 37000.0 Euros sur 12.0 mois,6 An(s),"Application web, Programmation en Python, Concevoir une application web, React, Vue.js, Java / Spring","Les missions du poste
Intégré(e) au sein d'une équipe chez l'un de nos clients du bassin rennais, tu interviendras notamment sur le développement des services d'analyses de données en Python, l'industrialisation des algorithmes générés lors des expérimentations (machine learning, deep learning, text mining, ...) ainsi que des pipelines de données.

Côté MaxDS, tu pourras t'appuyer sur la communauté pour partager les bonnes pratiques et les problématiques rencontrées dans ta mission, t'exercer au",2026-03-27,https://candidat.francetravail.fr/offres/recherche/detail/206CDMJ,France Travail
206BQRH,: Ai Software Engineer - Backend & Agent Systems (H/F),Non précisé,75 - PARIS 09,75009,CDI,Annuel de 35000.00 Euros à 40000.00 Euros sur 12 mois,3 An(s),"Collaboration interdisciplinaire en IA, Connaissance approfondie en mathématiques, Développement de produits basés sur l'IA, Evaluation de modèles d'IA, Gestion de projets IA, Ingénieur diplômé de l'école nationale supérieure d'informatique pour l'industrie et l'entreprise spécialité informatique, Ingénieur diplômé de l'école supérieure d'informatique, électronique, automatique, Ingénieur diplômé de l'institut d'ingénierie informatique de Limoges, Intégration de systèmes d'intelligence artificielle, Master mention informatique, Programmation en Python pour IA, Techniques d'optimisation pour IA, Utilisation de TensorFlow et PyTorch, Veille technologique en intelligence artificielle, Développer des modèles prédictifs pour l'analyse de données, Documenter les processus et les architectures d'IA, Optimiser les performances des systèmes d'IA, Analyser les besoins des clients pour proposer des solutions d'IA adaptées, Analyser les tendances du marché pour anticiper les évolutions de l'IA, Assurer la maintenance et l'actualisation des systèmes d'IA, Communiquer clairement les concepts d'IA aux parties prenantes non techniques, Concevoir des algorithmes d'apprentissage automatique, Conduire des revues de code pour assurer la qualité des développements d'IA, Développer des algorithmes pour l'analyse de données, Evaluer l'impact environnemental des projets d'IA, Gérer les risques associés aux technologies d'IA, Implémenter des solutions de cybersécurité adaptées, Intégrer des considérations éthiques dans l'analyse de données, Planifier des projets d'IA en tenant compte des contraintes de temps et de budget, Tester rigoureusement les modèles d'IA avant déploiement, Traiter les données de manière sécurisée et conforme, Harness Engineering, Agentic Engineering","
Concevoir et développer une architecture backend modulaire basée sur les principes de Clean Architecture et Domain-Driven Design.
Implémenter et maintenir des APIs REST robustes et sécurisées (Node.js / TypeScript).
Développer des systèmes d'agents IA orchestrés (LangGraph / LangChain) avec gestion de mémoire, outils et workflows.
Mettre en place des systèmes de Retrieval-Augmented Generation (RAG) basés sur embeddings et bases vectorielles/graphes (Neo4j).
Intégrer des protocoles Agent-to-Agen",2026-03-26,https://candidat.francetravail.fr/offres/recherche/detail/206BQRH,France Travail
205ZWZD,Analyste Quantitatif (H/F),LUNALOGIC,75 - PARIS,75002,CDI,Annuel de 48000.0 Euros à 55000.0 Euros sur 12.0 mois,Débutant accepté,"Anglais financier, Réaliser une étude de marché, évaluer le potentiel d'un produit ou service, Réaliser une veille de marché, une veille concurrentielle, Réaliser un modèle de prévision, Analyser les marchés financiers, Calculer des ratios financiers, Etablir une courbe d'évolution de produits financiers, Maîtriser les modèles mathématiques financiers","Créé en 2000, Lunalogic est un cabinet de conseil structuré autour de deux pôles de compétences :
- Finance, Risk & Réglementaire : accompagnement des institutions financières, assureurs et entreprises industrielles sur le risque, la conformité et la modélisation quantitative.
- Data Science, Intelligence Artificielle & Blockchain : conception et déploiement de solutions avancées en machine learning, deep learning, data engineering et blockchain pour tous les secteurs.

Depuis plus de 20 ans, no",2026-03-26,https://candidat.francetravail.fr/offres/recherche/detail/205ZWZD,France Travail
205ZKQJ,Consultant(E) - Formateur(Trice) Power Bi  & Python H/F (H/F),BLUE PERSPECTIVE,75 - PARIS 15,75015,CDI,Annuel de 40000.0 Euros à 50000.0 Euros sur 12.0 mois,2 An(s),,"MYPE est la société de référence en France sur la formation Microsoft Power BI. Créée il y a 8 ans, nous sommes une équipe de 10 personnes passionnées par la data et la pédagogie. Power BI représente 90 % de notre activité, et nous développons depuis 2023 une offre Python en forte croissance (10 % du CA).

Nous recrutons un(e) formateur(trice) confirmé(e) pour renforcer notre équipe pédagogique et accompagner notre développement.

Vous interviendrez principalement en formation Power BI (et progr",2026-03-25,https://candidat.francetravail.fr/offres/recherche/detail/205ZKQJ,France Travail
205ZKGH,Mécanicien Groupes Électrogènes (H/F),KILOUTOU,94 - Créteil,94000,CDI,Non précisé,12 Mois,"Circuits hydrauliques, Pneumatique, Réaliser l'entretien périodique des machines et équipements selon les préconisations du constructeur, Réaliser un dépannage sur site (terrain agricole, route, ...) ou le remorquage d'un engin (engin de chantier, machine agricole, ...)","Mécanicien-ne spécialisé-e groupes électrogènes h/f - CDI

La mécanique, vous êtes tombé-e dedans depuis tout-e petit-e. Vous aimez réparer les groupes électrogènes qui n'en font qu'à leur tête, alors mécanicien-ne spécialisé-e , ça va vous plaire. 

Au sein de l'agence, sur notre gamme de groupes électrogènes, vous :

Vérifiez si le matériel est opérationnel

Assurez l'entretien courant et en cas de panne ou de casse

Effectuez les réparations

Participez aussi à la gestion du stock de pièces d",2026-03-25,https://candidat.francetravail.fr/offres/recherche/detail/205ZKGH,France Travail
