id,titre,entreprise,ville,code_postal,contrat,salaire,experience,competences,competences_extraites,description,date_publication,url,source
mitarbeiter-im-kundenservice-vertragsmanagement-dresden-235744,Mitarbeiter (M/W/D) Im Kundenservice - Vertragsmanagement,Deutsches Rotes Kreuz Hausruf und Service in Sachsen GmbH,Dresden,,CDI,Non précisé,Non précisé,Customer Service,Customer Service,"<p>Zur Unterstützung unseres Teams suchen wir am Standort Dresden einen</p>
<p><strong>Mitarbeiter (m/w/d) im Kundenservice - Vertragsmanagement</strong></p>
<p><strong>Standort:</strong> Dresden, Bremer Straße 10D<br>
<strong>Beginn:</strong> ab sofort<br>
<strong>Umfang:</strong> Vollzeit (40 Std./Woche) oder Teilzeit (mind. 30 Std./Woche)<br>
<strong>Vertragsart:</strong> unbefristet</p>
<p><strong>Über uns</strong></p>
<p>Die DRK Hausruf und Service in Sachsen GmbH gehört zur Rotkreuzorganis",1777474743,https://www.arbeitnow.com/jobs/companies/deutsches-rotes-kreuz-hausruf-und-service-in-sachsen-gmbh/mitarbeiter-im-kundenservice-vertragsmanagement-dresden-235744,Arbeitnow
head-of-power-operations-berlin-3326,Head Of Power Operations,Terra One Climate Solutions GmbH,Berlin,,CDI,Non précisé,Non précisé,Power Engineering and Environmental Engineering,Power Engineering and Environmental Engineering,"<p><strong>Üner uns:</strong></p>
<p>Willkommen bei Terra One – einem dynamisch wachsenden Unternehmen, das sich auf die Entwicklung und den Betrieb großer Batteriespeichersysteme in Deutschland spezialisiert hat. Mit einem klaren Fokus auf Innovation und Nachhaltigkeit treibt unser Unternehmen den Ausbau der erneuerbaren Energieinfrastruktur voran, um einen wesentlichen Beitrag zur Erreichung der Klimaneutralität zu leisten.</p>
<p><strong>Unsere Mission:</strong></p>
<p>Bei Terra One beschleun",1777474743,https://www.arbeitnow.com/jobs/companies/terra-one-climate-solutions-gmbh/head-of-power-operations-berlin-3326,Arbeitnow
kaufmannischer-mitarbeiter-fur-die-buchhaltung-deggendorf-103326,Kaufmännischer Mitarbeiter Für Die  Buchhaltung (M/W/D),Nerlich & Lesser KG,Deggendorf,,CDI,Non précisé,Non précisé,Administration and Secretariat,Administration and Secretariat,"<p><strong>Sie haben</strong></p>
<ul>
<li>eine abgeschlossene kaufmännische Ausbildung, idealerweise im Bereich Steuern und/oder Rechnungswesen</li>
<li>fundierte Kenntnisse im Finanz- und Rechnungswesen, insbesondere in der laufenden Buchführung</li>
<li>eine strukturierte, sorgfältige und eigenständige Arbeitsweise</li>
<li>Kommunikationsstärke und Teamfähigkeit</li>
</ul>
<p><strong>Ihre Aufgaben</strong></p>
<ul>
<li>Buchung von Kostenrechnungen sowie Zahlungsein- und -ausgängen</li>
<li>Ab",1777474743,https://www.arbeitnow.com/jobs/companies/nerlich-lesser-kg/kaufmannischer-mitarbeiter-fur-die-buchhaltung-deggendorf-103326,Arbeitnow
teamleiter-servicecenter-munich-410439,Teamleiter Servicecenter (M/W/D),Liebwein Personalmanagement und -service GmbH,Munich,,CDI,Non précisé,Non précisé,Customer Service,Customer Service,"<p>Unser Mandant ist ein weltweit führender Dienstleistungskonzern für spezialisierte Servicelösungen. Mit einem globalen Netzwerk stellt das Unternehmen die Handlungsfähigkeit seiner Partner rund um die Uhr sicher. Für das europäische Kompetenzzentrum suchen wir zur Verstärkung des Teams am Standort München ab sofort eine motivierte Führungspersönlichkeit.</p>
<h2>Aufgaben</h2>
<ul>
<li>Fachliche Leitung und Steuerung des Servicecenter-Teams</li>
<li>Unterstützung des Managements bei der Person",1777417230,https://www.arbeitnow.com/jobs/companies/liebwein-personalmanagement-und-service-gmbh/teamleiter-servicecenter-munich-410439,Arbeitnow
senior-full-stack-engineer-berlin-267752,Senior Full Stack Engineer (M/F/D),Flix,"Berlin, Berlin, Germany",,CDI,Non précisé,Non précisé,Non précisé,Non précisé,"<p><span data-contrast=""auto"">We are seeking a talented and driven <strong>Senior </strong></span><strong><span data-contrast=""auto"">Full Stack&nbsp;Engineer (m/f/d)</span></strong><span data-contrast=""auto"">&nbsp;to join our team,&nbsp;in the Demand&nbsp;Division,&nbsp;responsible for developing our contact center applications, with the focus on scalable agent-facing interfaces and automations.&nbsp;</span><span data-ccp-props=""{&quot;335559739&quot;:0}"">&nbsp;</span></p>
<p><span data-contrast",1777409123,https://www.arbeitnow.com/jobs/companies/flix/senior-full-stack-engineer-berlin-267752,Arbeitnow
outbound-key-account-executive-switzerland-berlin-440830,Outbound Key Account Executive (Switzerland),SumUp,"Berlin, Germany",,CDI,Non précisé,Non précisé,Non précisé,Non précisé,"<h2><strong>🚀 Outbound Key Account Executive (On-Site – Berlin or Barcelona)</strong></h2>
<p><strong>This position is based in Berlin or Barcelona.</strong></p>
<p><strong>Ready to launch your sales career in one of the world's fastest-growing fintech companies?</strong><strong><br></strong>Join our high-energy team and help us bring smarter payment solutions to small businesses across the UK and Europe.</p>
<p>At <strong>SumUp</strong>, we're on a mission to empower small merchants by making p",1777409123,https://www.arbeitnow.com/jobs/companies/sumup/outbound-key-account-executive-switzerland-berlin-440830,Arbeitnow
outbound-key-account-executive-switzerland-berlin-229830,Outbound Key Account Executive (Switzerland),SumUp,"Berlin, Germany",,CDI,Non précisé,Non précisé,Non précisé,Non précisé,"<h2><strong>🚀 Outbound Key Account Executive (On-Site – Berlin)</strong></h2>
<p><strong>Ready to launch your sales career in one of the world's fastest-growing fintech companies?</strong><strong><br></strong>Join our high-energy team in Berlin and help us bring smarter payment solutions to small businesses across the UK and Europe.</p>
<p>At <strong>SumUp</strong>, we're on a mission to empower small merchants by making payments simple, accessible, and hassle-free. Today, we support over <stron",1777409123,https://www.arbeitnow.com/jobs/companies/sumup/outbound-key-account-executive-switzerland-berlin-229830,Arbeitnow
senior-frontend-engineer-identity-berlin-117673,Senior Frontend Engineer - Identity,SumUp,"Berlin, Berlin, Germany",,CDI,Non précisé,Non précisé,Non précisé,Non précisé,"<p><strong>About the team:</strong></p>
<p>As a Senior Frontend Engineer in the Identity team, you will be working on providing best-in-class authentication experiences and account protection for millions of users globally, as well as central services that enable teams and products across SumUp.</p>
<p>We're looking for someone who is adaptable, proactive, and ready to take ownership. Your primary focus will be on&nbsp;frontend development in TypeScript using React / Next.js, while forming the b",1777409122,https://www.arbeitnow.com/jobs/companies/sumup/senior-frontend-engineer-identity-berlin-117673,Arbeitnow
influencer-marketing-manager-munster-153859,Influencer Marketing Manager,paselo GmbH,Münster,,Remote,Non précisé,Non précisé,"Remote, Social Media Manager","Remote, Social Media Manager","<p>paselo ist eine der am schnellsten wachsenden D2C-Marken für Hunde-Ergänzungsfuttermittel im DACH-Raum. Wir entwickeln wissenschaftlich fundierte Produkte, die Hunden helfen — länger, aktiver und glücklicher zu leben. Hinter paselo steckt ein kleines, hochmotiviertes Team mit einer klaren Mission: das Beste für den Hund, unterstützt durch echte Wissenschaft und echte Community.</p>
<p>Wir suchen eine Person, die unsere Community nicht nur <strong>verwaltet</strong>, sondern aktiv <strong>mitg",1777408231,https://www.arbeitnow.com/jobs/companies/paselo-gmbh/influencer-marketing-manager-munster-153859,Arbeitnow
mitarbeiter-kundenservice-first-level-support-lubeck-148091,Mitarbeiter Kundenservice / First-Level-Support (M/W/D),riscLOG Solution GmbH,Lübeck,,CDI,Non précisé,Non précisé,"CRM, Direct Marketing","CRM, Direct Marketing","<p><strong>Bist Du ein Service-Profi und suchst Deinen nächsten Karriereschritt? Wir haben was für Dich in Lübeck!</strong></p>
<p>Wir suchen schnellstmöglich Verstärkung für unser Team im Kundenservice / First-Level-Support (m/w/d).</p>
<p>Was erwartet Dich? Du bist unser Gesicht zum Kunden. Du bearbeitest knackige Anfragen und bist der erste Ansprechpartner. Klingt nach Routine? Denk nochmal nach: Das ist ein unglaublich verantwortungsvoller Job, bei dem Du mit unseren Mega-Kunden zusammenarbe",1777465744,https://www.arbeitnow.com/jobs/companies/risclog-solution-gmbh/mitarbeiter-kundenservice-first-level-support-lubeck-148091,Arbeitnow
social-media-marketing-managerin-in-teilzeit-und-hybrid-in-homeoffice-jakobsdorf-412014,Social Media Marketing Manager*In In Teilzeit Und Hybrid In Homeoffice,Tom Phillip Zenker Digital Marketing Agentur GmbH,Jakobsdorf,,Remote,Non précisé,Non précisé,"Remote, Online Marketing","Remote, Online Marketing","<p>Wir suchen zum nächstmöglichen Zeitpunkt Unterstützung für unsere Social Media Redaktion (m/w/d) für die Region Mecklenburg-Vorpommern, Brandenburg und Berlin.</p>
<p>Als Digital Marketing Agentur steigern wir die Sichtbarkeit unserer Kund*innen und agieren nicht nur beratend, sondern übernehmen den kompletten Produktionsprozess.</p>
<p>Wir möchten dabei den marktüblichen Stress vermeiden und setzen deshalb bei unseren Kund*innen auf langfristige Zusammenarbeiten mit festen Teams, um eine frü",1777465744,https://www.arbeitnow.com/jobs/companies/tom-phillip-zenker-digital-marketing-agentur-gmbh/social-media-marketing-managerin-in-teilzeit-und-hybrid-in-homeoffice-jakobsdorf-412014,Arbeitnow
data-center-engineer-frankfurt-onsite-395222,Data Center Engineer - Frankfurt (Onsite),RM Staffing B.V.,Frankfurt,,CDI,Non précisé,Non précisé,"Information technology, associate's degree","Information technology, associate's degree","<p style="";"">Reboot Monkey is a global leader in IT solutions, specializing in data center management that simplifies your IT operations. We provide hosting space, future-proof upgrades, and 24/7 support through our smart or remote hands, ensuring seamless, secure, and sustainable service. Our fully remote, round-the-clock management frees businesses from supervision hassles, setting new benchmarks in data center solutions. We’re seeking skilled Freelance Data Center Technicians to join our grow",1777404012,https://www.arbeitnow.com/jobs/companies/rm-staffing-bv/data-center-engineer-frankfurt-onsite-395222,Arbeitnow
content-creator-community-builder-langweid-am-lech-375605,Content Creator/ Community Builder (M/W/D),Picmondoo GmbH,Langweid am Lech,,Remote,Non précisé,Non précisé,"Remote, Social Media Manager","Remote, Social Media Manager","<p>Wir suchen jemanden, der <strong>langfristig Lust auf dieses Projekt hat</strong>, gemeinsam mit uns eine Community aufzubauen und sich vorstellen kann, <strong>Diamond Painting sowie Malen nach Zahlen selbst als Hobby zu entdecken und zu leben</strong>.</p>
<p>Du liebst TikTok, Instagram &#x26; Trends? Du bist kreativ, hast ständig neue Ideen und weißt, welcher Content heute funktioniert?</p>
<h2>Aufgaben</h2>
<ul>
<li>Content für TikTok / Instagram erstellen</li>
<li>Reels planen, drehen &#",1777402828,https://www.arbeitnow.com/jobs/companies/picmondoo-gmbh/content-creator-community-builder-langweid-am-lech-375605,Arbeitnow
technical-co-founder-cto-dusseldorf-458043,Technical Co-Founder / Cto (M/W/D),Nationales Herz-Netz (NHN) / Deutsche Gesellschaft für Kardiologie e. V.,Düsseldorf,,CDI,Non précisé,Non précisé,"Directors, Chief Executives","Directors, Chief Executives","<p><strong>Mission &#x26; Vision</strong> Das Nationale Herz-Netz (NHN) transformiert die kardiovaskuläre Versorgung in Deutschland. Mit einer eigenen, modernen und KI-getriebenen Forschungsdatenplattform generieren wir systematisch Real-World Evidence aus der Versorgungspraxis und übersetzen diese in messbare Verbesserungen für Patient:innen. Das NHN erfasst und analysiert Behandlungsdaten sektorenübergreifend und integriert perspektivisch auch die Patient:innen selbst. Somit ermöglicht das NHN",1777401033,https://www.arbeitnow.com/jobs/companies/nationales-herz-netz-nhn-deutsche-gesellschaft-fur-kardiologie-e-v/technical-co-founder-cto-dusseldorf-458043,Arbeitnow
executive-co-founder-ceo-dusseldorf-294249,Executive Co-Founder / Ceo (M/W/D),Nationales Herz-Netz (NHN) / Deutsche Gesellschaft für Kardiologie e. V.,Düsseldorf,,CDI,Non précisé,Non précisé,"Directors, Chief Executives","Directors, Chief Executives","<p><strong>Mission &#x26; Vision</strong> Das Nationale Herz-Netz (NHN) transformiert die kardiovaskuläre Versorgung in Deutschland. Mit einer eigenen, modernen und KI-getriebenen Forschungsdatenplattform generieren wir systematisch Real-World Evidence aus der Versorgungspraxis und übersetzen diese in messbare Verbesserungen für Patient:innen. Das NHN erfasst und analysiert Behandlungsdaten sektorenübergreifend und integriert perspektivisch auch die Patient:innen selbst. Somit ermöglicht das NHN",1777401032,https://www.arbeitnow.com/jobs/companies/nationales-herz-netz-nhn-deutsche-gesellschaft-fur-kardiologie-e-v/executive-co-founder-ceo-dusseldorf-294249,Arbeitnow
performance-marketing-manager-paid-social-all-genders-cologne-78259,Performance Marketing Manager (Paid Social) - All Genders,ADBAKER,Cologne,,CDI,Non précisé,Non précisé,Marketing and Communication,Marketing and Communication,"<h2>join the team</h2>
<p>High Budgets. Hoher Impact. Klare Verantwortung.</p>
<p>Als Performance Marketing Manager bei ADBAKER steuerst du 6- bis 7-stellige Paid Social Budgets für unterschiedliche Brands und entwickelst Strategien, die profitables Wachstum liefern.</p>
<h2>der task</h2>
<ul>
<li>Als Performance Marketing Manager verantwortest du Paid Social Accounts für unterschiedliche Brands und steuerst 6- bis 7-stellige Werbebudgets mit klarem Fokus auf profitables Wachstum</li>
<li>Du den",1777399232,https://www.arbeitnow.com/jobs/companies/adbaker/performance-marketing-manager-paid-social-all-genders-cologne-78259,Arbeitnow
pricing-yield-manager-berlin-375057,Pricing & Yield Manager (F/M/D),Nox Mobility,Berlin,,CDI,Non précisé,Non précisé,Business Intelligence,Business Intelligence,"<p>Nox is aiming to become the best alternative to short-haul flights by soon offering premium overnight trains across Europe. With a radically redesigned interior and onboard experience, people travel in style, saving time being asleep. We now search for the most passionate and talented people out there to bring the first of many more Nox trains on the tracks.</p>
<p>We believe in strong teams through diversity, fresh thinking, and a shared commitment to build something meaningful. Apart from t",1777399231,https://www.arbeitnow.com/jobs/companies/nox-mobility/pricing-yield-manager-berlin-375057,Arbeitnow
creative-director-creative-lead-ai-first-hands-on-berlin-159619,"Creative Director / Creative Lead (Ai-First, Hands-On)",XOUXOU GmbH,Berlin,,CDI,Non précisé,Non précisé,Marketing and Communication,Marketing and Communication,"<p>We are looking for a Creative Director or Creative Lead who not only conceptualizes, but executes. The focus is on scalable content creation using AI, with this role playing a central part in the next growth phase of XOUXOU. The goal is to build a distinctive, culturally relevant visual language that can be produced efficiently. You will work closely with founders, marketing, and product teams to create a system that consistently delivers high-quality creative output.</p>
<h2>Tasks</h2>
<p>• ",1777413543,https://www.arbeitnow.com/jobs/companies/xouxou-gmbh/creative-director-creative-lead-ai-first-hands-on-berlin-159619,Arbeitnow
performance-marketing-managerin-seo-sea-social-jakobsdorf-41274,"Performance Marketing Manager*In (Seo, Sea & Social)",Tom Phillip Zenker Digital Marketing Agentur GmbH,Jakobsdorf,,Remote,Non précisé,Non précisé,"Remote, Marketing Manager","Remote, Marketing Manager","<p>Wir suchen zum nächstmöglichen Zeitpunkt Unterstützung für unser Google- und Social-Media-Team.</p>
<p>Als Digital Marketing Agentur steigern wir die Sichtbarkeit unserer Kund*innen und übernehmen nicht nur die Beratung, sondern den gesamten Produktionsprozess - von der Strategie bis zur Umsetzung.</p>
<p>Dabei setzen wir bewusst auf <strong>langfristige Kundenbeziehungen und feste Teams</strong>, um planbar und ohne marktüblichen Stress arbeiten zu können. Durch digitale Zeiterfassung und tr",1777397434,https://www.arbeitnow.com/jobs/companies/tom-phillip-zenker-digital-marketing-agentur-gmbh/performance-marketing-managerin-seo-sea-social-jakobsdorf-41274,Arbeitnow
junior-2d-designer-mit-lust-auf-motion-live-berlin-412651,Junior 2D Designer (M/W/D) – Mit Lust Auf Motion & Live,CBE DIGIDEN AG,Berlin,,CDI,Non précisé,Non précisé,Graphic Arts and Communication Design,Graphic Arts and Communication Design,"<h2>Hi, wir sind CBE DIGIDEN!</h2>
<p>​​​​​Du kannst 2D‑Design, hast Spaß an Animationen und willst sehen, wie deine Gestaltung auf großen Bühnen zum Leben erwacht? Generative KI &#x26; neue Design-Tools wecken deinen Ehrgeiz? Dann komm zu uns!</p>
<p>Wir suchen einen Junior 2D Designer (m/w/d), der/die das klassische 2D‑Handwerk beherrscht und Lust auf Motion Design mit After Effects und Live‑Events hat.</p>
<h2>Was du bei uns machst</h2>
<ul>
<li>Gestaltung von Rückwänden &#x26; Grafiken im Ra",1777397434,https://www.arbeitnow.com/jobs/companies/cbe-digiden-ag/junior-2d-designer-mit-lust-auf-motion-live-berlin-412651,Arbeitnow
social-media-community-outreach-manager-berlin-313120,Social Media & Community Outreach Manager,User Rights GmbH,Berlin,,CDI,Non précisé,Non précisé,Social Media Manager,Social Media Manager,"<p>User Rights setzt sich für den Schutz von Grundrechten auf Social Media ein. Wenn Inhalte zu Unrecht gesperrt oder verbotene Inhalte nicht gelöscht werden, unterstützt User Rights bei der Durchsetzung dieser Rechte.</p>
<p>Als Deutschlands erste unabhängige Streitbeilegungsstelle für Social-Media-Plattformen gestalten wir den rechtlichen Rahmen des digitalen Raums aktiv mit – und tragen so zum Schutz von Grundrechten und Demokratie im Internet bei.Wir suchen ab sofort eine:n Social Media &#x2",1777480143,https://www.arbeitnow.com/jobs/companies/user-rights-gmbh/social-media-community-outreach-manager-berlin-313120,Arbeitnow
finanzbuchhalter-passau-448523,Finanzbuchhalter (M/W/D),Jobbusters® GmbH,Passau,,CDI,Non précisé,Non précisé,Finance,Finance,"<p>Für unseren renommierten Auftraggeber, ein international tätiges Unternehmen suchen wir zum nächstmöglichen Zeitpunkt einen erfahrenen Finanzbuchhalter (m/w/d) in unbefristeter Festanstellung.</p>
<p>In dieser Position haben Sie die Möglichkeit bei Eignung und Interesse, nach einer Einarbeitungsphase Verantwortung für die Betreuung eines eigenen Teams zu übernehmen.</p>
<p>Bei entsprechender Weiterbildung besteht die Möglichkeit, sich zum Bilanzbuchhalter weiterzuentwickeln.</p>
<p>Freuen Sie",1777480143,https://www.arbeitnow.com/jobs/companies/jobbusters-gmbh/finanzbuchhalter-passau-448523,Arbeitnow
finanzbuchhalter-passau-65894,Finanzbuchhalter (M/W/D),PRIME HR Agentur®,Passau,,CDI,Non précisé,Non précisé,Finance,Finance,"<p>Für unseren renommierten Auftraggeber, ein international tätiges Unternehmen<br>
suchen wir zum nächstmöglichen Zeitpunkt einen<br>
erfahrenen Finanzbuchhalter (m/w/d) in unbefristeter Festanstellung.</p>
<p>In dieser Position haben Sie die Möglichkeit bei Eignung und Interesse, nach einer Einarbeitungsphase Verantwortung für die Betreuung eines eigenen Teams zu übernehmen.</p>
<p>Bei entsprechender<br>
Weiterbildung besteht die Möglichkeit, sich zum Bilanzbuchhalter<br>
weiterzuentwickeln.</",1777474743,https://www.arbeitnow.com/jobs/companies/prime-hr-agentur/finanzbuchhalter-passau-65894,Arbeitnow
junior-consultant-digitalisierung-im-hr-personal-traunreut-136161,Junior Consultant (M/W/D) Digitalisierung Im Hr / Personal,9toThrive GmbH,Traunreut,,Remote,Non précisé,Non précisé,"Remote, Consulting","Remote, Consulting","<p>Die 9toThrive GmbH berät und unterstützt Unternehmen bei der Digitalisierung von HR-Prozessen sowie bei der Integration und Optimierung von HR-Software. Als modernes Startup mit geballter Expertise in IT-Beratung und HR-Transformation machen wir Personalbereiche fit für die Zukunft.</p>
<h2>Aufgaben</h2>
<ul>
<li>Du betreust Kundenprojekte zur Implementierung von HR-Systemen - vom Kick-off bis zum Go-Live</li>
<li>Du analysierst Kundenanforderungen und übersetzt sie in tragfähige Lösungskonze",1777474743,https://www.arbeitnow.com/jobs/companies/9tothrive-gmbh/junior-consultant-digitalisierung-im-hr-personal-traunreut-136161,Arbeitnow
technischer-immobilienmanager-wohnimmobilien-auf-eigentumerseite-bis-ca-80000-eur-jahresgehalt-und-dienstwagen-leipzig-106633,Technischer Immobilienmanager (M/W/D) Wohnimmobilien Auf Eigentümerseite | Bis Ca. 80.000 € Jahresgehalt Und Dienstwagen,QTalents - Real Estate Recruiting,Leipzig,,CDI,Non précisé,Non précisé,Engineering,Engineering,"<p><em>Technisches Immobilienmanagement | Eigentümerseite | Wohnimmobilien im Bestand | mit Dienstwagen</em></p>
<p>Sie sind technisch versiert, gerne nah am Objekt und steuern Maßnahmen nicht nur aus der Distanz, sondern auch operativ? Sie möchten <strong>auf Eigentümerseite</strong> Verantwortung übernehmen und den <strong>Wohnimmobilienbestand aktiv weiterentwickeln</strong>?</p>
<p>Dann bietet Ihnen diese Position eine spannende Perspektive.</p>
<p>Unser Mandant ist ein etabliertes, deutschl",1777474743,https://www.arbeitnow.com/jobs/companies/qtalents-real-estate-recruiting/technischer-immobilienmanager-wohnimmobilien-auf-eigentumerseite-bis-ca-80000-eur-jahresgehalt-und-dienstwagen-leipzig-106633,Arbeitnow
machine-learning-engineer-berlin-303955,Machine Learning Engineer,Phantasma Labs,Berlin,,Remote,Non précisé,Non précisé,"Remote, Engineering","Remote, Engineering","<p>At Phantasma Labs, we’re building smart software that helps factories plan better. Our AI co-pilot helps factories schedule production more efficiently, adapt to changes faster, and make the most of available resources, without needing tons of data or complicated tools. Instead of relying on massive historical datasets, our models are trained in simulated factory environments using reinforcement learning, which helps us find better solutions much faster than traditional systems. We work with ",1777474743,https://www.arbeitnow.com/jobs/companies/phantasma-labs/machine-learning-engineer-berlin-303955,Arbeitnow
2nd-level-applications-supporter-iam-frankfurt-am-main-278731,2Nd Level Applications Supporter Iam (M/W/D),evoila Frankfurt GmbH,Frankfurt am Main,,CDI,Non précisé,Non précisé,Applications Administration,Applications Administration,"<p>Zur Verstärkung unseres Teams in Frankfurt a.M. suchen wir einen 2nd Level Applications Supporter (m/w/d) für den Bereich IAM.</p>
<p>In dieser Rolle stellst du gemeinsam mit deinem Team den stabilen und reibungslosen Betrieb sowie den technischen Support der Identity- und Access-Management-Plattform One Identity Manager im 2nd-Level-Support bei unserem Kunden sicher.</p>
<p>Ihr fungiert als zentrale Anlaufstelle für technische Störungen, Berechtigungsprobleme und komplexe Anfragen aus den Fa",1777474743,https://www.arbeitnow.com/jobs/companies/evoila-frankfurt-gmbh/2nd-level-applications-supporter-iam-frankfurt-am-main-278731,Arbeitnow
data-analyst-data-engineer-berlin-391419,Data Analyst / Data Engineer,Rahantech GmbH,Berlin,,CDI,Non précisé,Non précisé,"Data Processing, Data Engineer","Data Processing, Data Engineer","<h2>Tasks</h2>
<ul>
<li>You create dashboards and advise diverse stakeholders to find answers to their business questions by utilizing the latest technologies</li>
<li>You work with large volumes of data in relational databases, create custom analyses and optimize SQL queries</li>
<li>You design and implement automated data flows (ETL) and perform extensive data migrations</li>
<li>Develop, optimize and maintain data storage solutions, including relational and NoSQL databases</li>
<li>Develop pr",1777456743,https://www.arbeitnow.com/jobs/companies/rahantech-gmbh/data-analyst-data-engineer-berlin-391419,Arbeitnow
devops-engineer-in-voll-oder-teilzeit-stuttgart-461146,Devops Engineer (M/W/D) In Voll- Oder Teilzeit,iconCXM GmbH,Stuttgart,,Remote,Non précisé,Non précisé,"Remote, IT","Remote, IT","<p>Du hast Lust auf Mitgestaltung? Dann bist du bei uns genau richtig!</p>
<h2>Aufgaben</h2>
<ul>
<li>Du gestaltest gemeinsam mit unserem DevOps-Team die interne IT- und Entwicklungsinfrastruktur aktiv weiter</li>
<li>Du unterstützt beim Betrieb und Ausbau unserer Build-, Test- und Deployment-Pipelines sowie der zugrunde liegenden Cloud- und Systemlandschaften</li>
<li>Du automatisierst wiederkehrende Prozesse und entwickelst unsere Toolchain und internen Abläufe kontinuierlich weiter</li>
<li>D",1777456743,https://www.arbeitnow.com/jobs/companies/iconcxm-gmbh/devops-engineer-in-voll-oder-teilzeit-stuttgart-461146,Arbeitnow
head-of-growth-performance-marketing-frankfurt-am-main-194797,Head Of Growth & Performance Marketing (M/W/D),movme GmbH,Frankfurt am Main,,CDI,Non précisé,Non précisé,Marketing and Communication,Marketing and Communication,"<p>Du denkst in ROAS, CPA und skalierbaren Funnels – und willst ein wachsendes Mobilitätsunternehmen kanalübergreifend auf das nächste Level bringen?</p>
<p>movme steht für eine neue Form der Mobilität: Mit unserem digitalen Auto-Abo bieten wir eine flexible Alternative zu Kauf und Leasing – für Privat- und Geschäftskunden.</p>
<p>Wir wachsen aktuell stark über Vertrieb und erste Marketingkanäle und wollen jetzt unser gesamtes Performance Marketing strukturiert skalieren – über B2C und B2B hinwe",1777456743,https://www.arbeitnow.com/jobs/companies/movme-gmbh/head-of-growth-performance-marketing-frankfurt-am-main-194797,Arbeitnow
marketing-manager-digital-healthcare-munich-446356,Marketing Manager - Digital Healthcare (M/W/D),ONCARE GmbH,Munich,,CDI,Non précisé,Non précisé,Marketing Manager,Marketing Manager,"<p>Bei myoncare schaffen wir eines der innovativsten Gesundheits-Ökosysteme weltweit. Unsere Plattform verbindet Patienten, Kliniken, Ärzte und Partner in einem einzigen digitalen System und ermöglicht etwas, das es bisher nicht gab: <strong>kontinuierliche, personalisierte Gesundheitsbegleitung – sicher, skalierbar und global.</strong></p>
<p>Doch echte Innovation braucht Sichtbarkeit. Deshalb suchen wir jemanden, der nicht nur Marketing denkt, sondern Marketing baut. Jemanden, der Technologien",1777456743,https://www.arbeitnow.com/jobs/companies/oncare-gmbh/marketing-manager-digital-healthcare-munich-446356,Arbeitnow
erfahrener-customer-solution-consultant-managerin-fur-software-beratung-und-entwicklung-cologne-492738,Erfahrene*R Customer Solution Consultant / Manager*In Für Software-Beratung Und Entwicklung (M/W/D),Coduct Solutions GmbH,Cologne,,CDI,Non précisé,Non précisé,Product Management,Product Management,"<p>Ein ungewöhnlicher Jobtitel? Genauso besondere Menschen suchen wir.</p>
<p>Du begleitest <strong>Kundenprobleme, Projekte und</strong> <strong>Lösungen</strong> <strong>End</strong>‑<strong>to</strong>‑<strong>End</strong> – von der ersten Fragestellung bis zur produktiven Umsetzung. Du verstehst wie Menschen und Kunden*innen ticken, aber auch wie Software und Cloud funktionieren.</p>
<p>Bei uns bedeutet <strong>Solution</strong> <strong>Management</strong>: Du bekommst ein <strong>Kunden</st",1777456743,https://www.arbeitnow.com/jobs/companies/coduct-solutions-gmbh/erfahrener-customer-solution-consultant-managerin-fur-software-beratung-und-entwicklung-cologne-492738,Arbeitnow
operations-manager-berlin-9486,Operations Manager (M/W/D),Enter by baupal GmbH,Berlin,,CDI,Non précisé,Non précisé,Customer Service,Customer Service,"<h2>FIXING THE PLANET BY MAKING HOMES CARBON-FREE!</h2>
<p>Mit einer Finanzierung von über 40 Mio. Euro von erstklassigen Investoren wie COATUE, Foundamental &#x26; Target Global arbeiten wir am größten Hebel im europäischen Klimaschutz – dem Gebäudebestand der privaten Eigenheimbesitzer. Mit maßgeschneiderten Lösungen für Millionen von Hausbesitzern setzen wir energetische Sanierungsvorhaben ganzheitlich um und bilden somit die Infrastruktur für klimaneutrales Wohnen.</p>
<h2>Deine Aufgaben</h2",1777456743,https://www.arbeitnow.com/jobs/companies/enter-by-baupal-gmbh/operations-manager-berlin-9486,Arbeitnow
erfahrener-customer-solution-consultant-managerin-fur-software-beratung-und-entwicklung-berlin-273949,Erfahrene*R Customer Solution Consultant / Manager*In Für Software-Beratung Und Entwicklung (M/W/D),Coduct Solutions GmbH,Berlin,,CDI,Non précisé,Non précisé,Product Management,Product Management,"<p>Ein ungewöhnlicher Jobtitel? Genauso besondere Menschen suchen wir.</p>
<p>Du begleitest <strong>Kundenprobleme, Projekte und</strong> <strong>Lösungen</strong> <strong>End</strong>‑<strong>to</strong>‑<strong>End</strong> – von der ersten Fragestellung bis zur produktiven Umsetzung. Du verstehst wie Menschen und Kunden*innen ticken, aber auch wie Software und Cloud funktionieren.</p>
<p>Bei uns bedeutet <strong>Solution</strong> <strong>Management</strong>: Du bekommst ein <strong>Kunden</st",1777456743,https://www.arbeitnow.com/jobs/companies/coduct-solutions-gmbh/erfahrener-customer-solution-consultant-managerin-fur-software-beratung-und-entwicklung-berlin-273949,Arbeitnow
